[ 2024-07-12 00:25:40,995  107 dagshub - INFO - Accessing as sanket-profile]
[ 2024-07-12 00:26:14,700  1608 gensim.models.word2vec - INFO - EPOCH 2 - PROGRESS: at 78.21% examples, 997125 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-12 00:26:15,705  1608 gensim.models.word2vec - INFO - EPOCH 2 - PROGRESS: at 94.20% examples, 1000770 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-12 00:26:16,042  1652 gensim.models.word2vec - INFO - EPOCH 2: training on 6624516 raw words (6413785 effective words) took 6.4s, 1005377 effective words/s]
[ 2024-07-12 00:26:17,055  1608 gensim.models.word2vec - INFO - EPOCH 3 - PROGRESS: at 15.34% examples, 985707 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-12 00:26:18,063  1608 gensim.models.word2vec - INFO - EPOCH 3 - PROGRESS: at 31.75% examples, 1015314 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-12 00:26:19,065  1608 gensim.models.word2vec - INFO - EPOCH 3 - PROGRESS: at 46.91% examples, 1001352 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-12 00:26:20,078  1608 gensim.models.word2vec - INFO - EPOCH 3 - PROGRESS: at 63.50% examples, 1013392 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-12 00:26:21,094  1608 gensim.models.word2vec - INFO - EPOCH 3 - PROGRESS: at 79.72% examples, 1014041 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-12 00:26:22,096  1608 gensim.models.word2vec - INFO - EPOCH 3 - PROGRESS: at 96.17% examples, 1020007 words/s, in_qsize 16, out_qsize 0]
[ 2024-07-12 00:26:22,305  1652 gensim.models.word2vec - INFO - EPOCH 3: training on 6624516 raw words (6413770 effective words) took 6.3s, 1024627 effective words/s]
[ 2024-07-12 00:26:23,310  1608 gensim.models.word2vec - INFO - EPOCH 4 - PROGRESS: at 15.34% examples, 992926 words/s, in_qsize 16, out_qsize 0]
[ 2024-07-12 00:26:24,324  1608 gensim.models.word2vec - INFO - EPOCH 4 - PROGRESS: at 31.91% examples, 1020462 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-12 00:26:25,328  1608 gensim.models.word2vec - INFO - EPOCH 4 - PROGRESS: at 47.66% examples, 1017115 words/s, in_qsize 14, out_qsize 1]
[ 2024-07-12 00:26:26,334  1608 gensim.models.word2vec - INFO - EPOCH 4 - PROGRESS: at 63.50% examples, 1014931 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-12 00:26:27,350  1608 gensim.models.word2vec - INFO - EPOCH 4 - PROGRESS: at 80.17% examples, 1021031 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-12 00:26:28,351  1608 gensim.models.word2vec - INFO - EPOCH 4 - PROGRESS: at 96.00% examples, 1019649 words/s, in_qsize 16, out_qsize 0]
[ 2024-07-12 00:26:28,572  1652 gensim.models.word2vec - INFO - EPOCH 4: training on 6624516 raw words (6413270 effective words) took 6.3s, 1023794 effective words/s]
[ 2024-07-12 00:26:29,587  1608 gensim.models.word2vec - INFO - EPOCH 5 - PROGRESS: at 14.45% examples, 925854 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-12 00:26:30,612  1608 gensim.models.word2vec - INFO - EPOCH 5 - PROGRESS: at 28.15% examples, 891543 words/s, in_qsize 13, out_qsize 2]
[ 2024-07-12 00:26:31,614  1608 gensim.models.word2vec - INFO - EPOCH 5 - PROGRESS: at 43.13% examples, 915728 words/s, in_qsize 13, out_qsize 2]
[ 2024-07-12 00:26:32,635  1608 gensim.models.word2vec - INFO - EPOCH 5 - PROGRESS: at 59.62% examples, 944522 words/s, in_qsize 14, out_qsize 1]
[ 2024-07-12 00:26:33,643  1608 gensim.models.word2vec - INFO - EPOCH 5 - PROGRESS: at 76.29% examples, 968281 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-12 00:26:34,659  1608 gensim.models.word2vec - INFO - EPOCH 5 - PROGRESS: at 93.46% examples, 985926 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-12 00:26:35,027  1652 gensim.models.word2vec - INFO - EPOCH 5: training on 6624516 raw words (6414047 effective words) took 6.5s, 993985 effective words/s]
[ 2024-07-12 00:26:36,063  1608 gensim.models.word2vec - INFO - EPOCH 6 - PROGRESS: at 15.65% examples, 982296 words/s, in_qsize 16, out_qsize 1]
[ 2024-07-12 00:26:37,064  1608 gensim.models.word2vec - INFO - EPOCH 6 - PROGRESS: at 32.05% examples, 1016249 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-12 00:26:38,072  1608 gensim.models.word2vec - INFO - EPOCH 6 - PROGRESS: at 47.97% examples, 1016374 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-12 00:26:39,084  1608 gensim.models.word2vec - INFO - EPOCH 6 - PROGRESS: at 64.26% examples, 1019783 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-12 00:26:40,096  1608 gensim.models.word2vec - INFO - EPOCH 6 - PROGRESS: at 79.86% examples, 1012497 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-12 00:26:41,101  1608 gensim.models.word2vec - INFO - EPOCH 6 - PROGRESS: at 96.00% examples, 1015120 words/s, in_qsize 14, out_qsize 1]
[ 2024-07-12 00:26:41,327  1652 gensim.models.word2vec - INFO - EPOCH 6: training on 6624516 raw words (6413739 effective words) took 6.3s, 1018597 effective words/s]
[ 2024-07-12 00:26:42,335  1608 gensim.models.word2vec - INFO - EPOCH 7 - PROGRESS: at 14.30% examples, 922671 words/s, in_qsize 16, out_qsize 3]
[ 2024-07-12 00:26:43,339  1608 gensim.models.word2vec - INFO - EPOCH 7 - PROGRESS: at 30.25% examples, 970924 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-12 00:26:44,351  1608 gensim.models.word2vec - INFO - EPOCH 7 - PROGRESS: at 46.00% examples, 981650 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-12 00:26:45,367  1608 gensim.models.word2vec - INFO - EPOCH 7 - PROGRESS: at 61.87% examples, 985594 words/s, in_qsize 15, out_qsize 2]
[ 2024-07-12 00:26:46,381  1608 gensim.models.word2vec - INFO - EPOCH 7 - PROGRESS: at 77.10% examples, 980926 words/s, in_qsize 16, out_qsize 0]
[ 2024-07-12 00:26:47,460  1608 gensim.models.word2vec - INFO - EPOCH 7 - PROGRESS: at 91.19% examples, 954616 words/s, in_qsize 15, out_qsize 4]
[ 2024-07-12 00:26:48,041  1652 gensim.models.word2vec - INFO - EPOCH 7: training on 6624516 raw words (6412980 effective words) took 6.7s, 955534 effective words/s]
[ 2024-07-12 00:26:49,050  1608 gensim.models.word2vec - INFO - EPOCH 8 - PROGRESS: at 11.95% examples, 768656 words/s, in_qsize 16, out_qsize 0]
[ 2024-07-12 00:26:50,059  1608 gensim.models.word2vec - INFO - EPOCH 8 - PROGRESS: at 25.19% examples, 805453 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-12 00:26:51,091  1608 gensim.models.word2vec - INFO - EPOCH 8 - PROGRESS: at 38.64% examples, 818108 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-12 00:26:52,101  1608 gensim.models.word2vec - INFO - EPOCH 8 - PROGRESS: at 52.77% examples, 838110 words/s, in_qsize 14, out_qsize 1]
[ 2024-07-12 00:26:53,120  1608 gensim.models.word2vec - INFO - EPOCH 8 - PROGRESS: at 67.92% examples, 860195 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-12 00:26:54,133  1608 gensim.models.word2vec - INFO - EPOCH 8 - PROGRESS: at 82.71% examples, 872583 words/s, in_qsize 14, out_qsize 1]
[ 2024-07-12 00:26:55,152  1608 gensim.models.word2vec - INFO - EPOCH 8 - PROGRESS: at 99.24% examples, 895628 words/s, in_qsize 5, out_qsize 1]
[ 2024-07-12 00:26:55,185  1652 gensim.models.word2vec - INFO - EPOCH 8: training on 6624516 raw words (6413936 effective words) took 7.1s, 898186 effective words/s]
[ 2024-07-12 00:26:56,197  1608 gensim.models.word2vec - INFO - EPOCH 9 - PROGRESS: at 15.04% examples, 967906 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-12 00:26:57,250  1608 gensim.models.word2vec - INFO - EPOCH 9 - PROGRESS: at 30.24% examples, 946845 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-12 00:26:58,256  1608 gensim.models.word2vec - INFO - EPOCH 9 - PROGRESS: at 42.67% examples, 897807 words/s, in_qsize 14, out_qsize 1]
[ 2024-07-12 00:26:59,258  1608 gensim.models.word2vec - INFO - EPOCH 9 - PROGRESS: at 56.44% examples, 892689 words/s, in_qsize 16, out_qsize 0]
[ 2024-07-12 00:27:00,281  1608 gensim.models.word2vec - INFO - EPOCH 9 - PROGRESS: at 70.93% examples, 895268 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-12 00:27:01,281  1608 gensim.models.word2vec - INFO - EPOCH 9 - PROGRESS: at 85.99% examples, 906896 words/s, in_qsize 14, out_qsize 1]
[ 2024-07-12 00:27:02,148  1652 gensim.models.word2vec - INFO - EPOCH 9: training on 6624516 raw words (6414104 effective words) took 7.0s, 921598 effective words/s]
[ 2024-07-12 00:27:03,156  1608 gensim.models.word2vec - INFO - EPOCH 10 - PROGRESS: at 15.18% examples, 980878 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-12 00:27:04,159  1608 gensim.models.word2vec - INFO - EPOCH 10 - PROGRESS: at 31.16% examples, 1001038 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-12 00:27:05,168  1608 gensim.models.word2vec - INFO - EPOCH 10 - PROGRESS: at 47.21% examples, 1008713 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-12 00:27:06,190  1608 gensim.models.word2vec - INFO - EPOCH 10 - PROGRESS: at 63.50% examples, 1011744 words/s, in_qsize 14, out_qsize 1]
[ 2024-07-12 00:27:07,198  1608 gensim.models.word2vec - INFO - EPOCH 10 - PROGRESS: at 79.72% examples, 1014277 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-12 00:27:08,209  1608 gensim.models.word2vec - INFO - EPOCH 10 - PROGRESS: at 95.12% examples, 1007683 words/s, in_qsize 16, out_qsize 0]
[ 2024-07-12 00:27:08,484  1652 gensim.models.word2vec - INFO - EPOCH 10: training on 6624516 raw words (6413066 effective words) took 6.3s, 1012712 effective words/s]
[ 2024-07-12 00:27:09,494  1608 gensim.models.word2vec - INFO - EPOCH 11 - PROGRESS: at 15.50% examples, 997479 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-12 00:27:10,510  1608 gensim.models.word2vec - INFO - EPOCH 11 - PROGRESS: at 31.75% examples, 1012080 words/s, in_qsize 13, out_qsize 2]
[ 2024-07-12 00:27:11,521  1608 gensim.models.word2vec - INFO - EPOCH 11 - PROGRESS: at 48.13% examples, 1022097 words/s, in_qsize 16, out_qsize 0]
[ 2024-07-12 00:27:12,539  1608 gensim.models.word2vec - INFO - EPOCH 11 - PROGRESS: at 63.06% examples, 1001343 words/s, in_qsize 16, out_qsize 0]
[ 2024-07-12 00:27:13,557  1608 gensim.models.word2vec - INFO - EPOCH 11 - PROGRESS: at 79.70% examples, 1009826 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-12 00:27:14,570  1608 gensim.models.word2vec - INFO - EPOCH 11 - PROGRESS: at 96.15% examples, 1014681 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-12 00:27:14,784  1652 gensim.models.word2vec - INFO - EPOCH 11: training on 6624516 raw words (6414035 effective words) took 6.3s, 1018517 effective words/s]
[ 2024-07-12 00:27:15,792  1608 gensim.models.word2vec - INFO - EPOCH 12 - PROGRESS: at 15.66% examples, 1009358 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-12 00:27:16,793  1608 gensim.models.word2vec - INFO - EPOCH 12 - PROGRESS: at 31.89% examples, 1025330 words/s, in_qsize 16, out_qsize 0]
[ 2024-07-12 00:27:17,802  1608 gensim.models.word2vec - INFO - EPOCH 12 - PROGRESS: at 48.28% examples, 1031589 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-12 00:27:18,816  1608 gensim.models.word2vec - INFO - EPOCH 12 - PROGRESS: at 64.41% examples, 1028335 words/s, in_qsize 16, out_qsize 0]
[ 2024-07-12 00:27:19,826  1608 gensim.models.word2vec - INFO - EPOCH 12 - PROGRESS: at 80.77% examples, 1029288 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-12 00:27:20,855  1608 gensim.models.word2vec - INFO - EPOCH 12 - PROGRESS: at 97.12% examples, 1026612 words/s, in_qsize 16, out_qsize 2]
[ 2024-07-12 00:27:20,988  1652 gensim.models.word2vec - INFO - EPOCH 12: training on 6624516 raw words (6413532 effective words) took 6.2s, 1034168 effective words/s]
[ 2024-07-12 00:27:21,999  1608 gensim.models.word2vec - INFO - EPOCH 13 - PROGRESS: at 15.50% examples, 997181 words/s, in_qsize 14, out_qsize 1]
[ 2024-07-12 00:27:23,012  1608 gensim.models.word2vec - INFO - EPOCH 13 - PROGRESS: at 31.75% examples, 1013283 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-12 00:27:24,023  1608 gensim.models.word2vec - INFO - EPOCH 13 - PROGRESS: at 47.66% examples, 1013424 words/s, in_qsize 14, out_qsize 1]
[ 2024-07-12 00:27:25,035  1608 gensim.models.word2vec - INFO - EPOCH 13 - PROGRESS: at 63.96% examples, 1017656 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-12 00:27:26,039  1608 gensim.models.word2vec - INFO - EPOCH 13 - PROGRESS: at 80.02% examples, 1017954 words/s, in_qsize 16, out_qsize 0]
[ 2024-07-12 00:27:27,056  1608 gensim.models.word2vec - INFO - EPOCH 13 - PROGRESS: at 96.17% examples, 1017633 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-12 00:27:27,258  1652 gensim.models.word2vec - INFO - EPOCH 13: training on 6624516 raw words (6413458 effective words) took 6.3s, 1023320 effective words/s]
[ 2024-07-12 00:27:28,268  1608 gensim.models.word2vec - INFO - EPOCH 14 - PROGRESS: at 15.20% examples, 978473 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-12 00:27:29,269  1608 gensim.models.word2vec - INFO - EPOCH 14 - PROGRESS: at 31.74% examples, 1020064 words/s, in_qsize 14, out_qsize 1]
[ 2024-07-12 00:27:30,273  1608 gensim.models.word2vec - INFO - EPOCH 14 - PROGRESS: at 47.21% examples, 1010363 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-12 00:27:31,288  1608 gensim.models.word2vec - INFO - EPOCH 14 - PROGRESS: at 62.61% examples, 1000376 words/s, in_qsize 14, out_qsize 1]
[ 2024-07-12 00:27:32,298  1608 gensim.models.word2vec - INFO - EPOCH 14 - PROGRESS: at 79.10% examples, 1008623 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-12 00:27:33,307  1608 gensim.models.word2vec - INFO - EPOCH 14 - PROGRESS: at 95.57% examples, 1014437 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-12 00:27:33,562  1652 gensim.models.word2vec - INFO - EPOCH 14: training on 6624516 raw words (6413560 effective words) took 6.3s, 1017789 effective words/s]
[ 2024-07-12 00:27:34,582  1608 gensim.models.word2vec - INFO - EPOCH 15 - PROGRESS: at 15.04% examples, 959856 words/s, in_qsize 14, out_qsize 1]
[ 2024-07-12 00:27:35,590  1608 gensim.models.word2vec - INFO - EPOCH 15 - PROGRESS: at 30.86% examples, 982846 words/s, in_qsize 16, out_qsize 2]
[ 2024-07-12 00:27:36,605  1608 gensim.models.word2vec - INFO - EPOCH 15 - PROGRESS: at 46.46% examples, 985302 words/s, in_qsize 14, out_qsize 1]
[ 2024-07-12 00:27:37,612  1608 gensim.models.word2vec - INFO - EPOCH 15 - PROGRESS: at 62.76% examples, 997884 words/s, in_qsize 14, out_qsize 1]
[ 2024-07-12 00:27:38,621  1608 gensim.models.word2vec - INFO - EPOCH 15 - PROGRESS: at 78.65% examples, 999156 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-12 00:27:39,622  1608 gensim.models.word2vec - INFO - EPOCH 15 - PROGRESS: at 94.65% examples, 1003056 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-12 00:27:39,941  1652 gensim.models.word2vec - INFO - EPOCH 15: training on 6624516 raw words (6413647 effective words) took 6.4s, 1005928 effective words/s]
[ 2024-07-12 00:27:40,944  1608 gensim.models.word2vec - INFO - EPOCH 16 - PROGRESS: at 15.04% examples, 975833 words/s, in_qsize 16, out_qsize 0]
[ 2024-07-12 00:27:41,960  1608 gensim.models.word2vec - INFO - EPOCH 16 - PROGRESS: at 31.00% examples, 991626 words/s, in_qsize 13, out_qsize 2]
