[ 2024-07-09 21:32:58,916  107 dagshub - INFO - Accessing as sanket-profile]
[ 2024-07-09 21:33:59,895  66 COMPONENTS - INFO - Spliting the titleDescr column into list and removing duplicate words]
[ 2024-07-09 21:34:00,137  70 COMPONENTS - INFO - Splited the titleDescr column into list and removed duplicate words]
[ 2024-07-09 21:34:00,137  71 COMPONENTS - INFO - Removing all the NaN values from the titleDescr column]
[ 2024-07-09 21:34:00,278  77 COMPONENTS - INFO - Removed all NaN Values from titleDescr column]
[ 2024-07-09 21:34:00,278  78 COMPONENTS - INFO - Text Cleaning and Preprocessing completed]
[ 2024-07-09 21:34:00,278  79 COMPONENTS - INFO - Saving the transformed df into Artifact Folder]
[ 2024-07-09 21:34:01,487  83 COMPONENTS - INFO - Saved the transformed df into Artifact Folder]
[ 2024-07-09 21:34:02,806  41 COMPONENTS - INFO - Starting the training process]
[ 2024-07-09 21:34:02,807  42 COMPONENTS - INFO - Initializing W2V model with 100 feature output]
[ 2024-07-09 21:34:02,846  448 gensim.utils - INFO - Word2Vec lifecycle event {'params': 'Word2Vec<vocab=0, vector_size=100, alpha=0.03>', 'datetime': '2024-07-09T21:34:02.808140', 'gensim': '4.3.2', 'python': '3.12.0 | packaged by Anaconda, Inc. | (main, Oct  2 2023, 12:22:05) [Clang 14.0.6 ]', 'platform': 'macOS-14.2.1-arm64-arm-64bit', 'event': 'created'}]
[ 2024-07-09 21:34:02,846  54 COMPONENTS - INFO - Initialized W2V model]
[ 2024-07-09 21:34:02,846  55 COMPONENTS - INFO - Building Vocab Count]
[ 2024-07-09 21:34:02,847  582 gensim.models.word2vec - INFO - collecting all words and their counts]
[ 2024-07-09 21:34:02,847  565 gensim.models.word2vec - INFO - PROGRESS: at sentence #0, processed 0 words, keeping 0 word types]
[ 2024-07-09 21:34:02,874  565 gensim.models.word2vec - INFO - PROGRESS: at sentence #10000, processed 160956 words, keeping 23009 word types]
[ 2024-07-09 21:34:02,894  565 gensim.models.word2vec - INFO - PROGRESS: at sentence #20000, processed 317897 words, keeping 35861 word types]
[ 2024-07-09 21:34:02,912  565 gensim.models.word2vec - INFO - PROGRESS: at sentence #30000, processed 473395 words, keeping 46120 word types]
[ 2024-07-09 21:34:02,930  565 gensim.models.word2vec - INFO - PROGRESS: at sentence #40000, processed 630506 words, keeping 55382 word types]
[ 2024-07-09 21:34:02,948  565 gensim.models.word2vec - INFO - PROGRESS: at sentence #50000, processed 787077 words, keeping 63837 word types]
[ 2024-07-09 21:34:02,966  565 gensim.models.word2vec - INFO - PROGRESS: at sentence #60000, processed 945699 words, keeping 71772 word types]
[ 2024-07-09 21:34:02,984  565 gensim.models.word2vec - INFO - PROGRESS: at sentence #70000, processed 1102934 words, keeping 78867 word types]
[ 2024-07-09 21:34:03,001  588 gensim.models.word2vec - INFO - collected 85241 word types from a corpus of 1243939 raw words and 78890 sentences]
[ 2024-07-09 21:34:03,001  637 gensim.models.word2vec - INFO - Creating a fresh vocabulary]
[ 2024-07-09 21:34:03,105  448 gensim.utils - INFO - Word2Vec lifecycle event {'msg': 'effective_min_count=1 retains 85241 unique words (100.00% of original 85241, drops 0)', 'datetime': '2024-07-09T21:34:03.105049', 'gensim': '4.3.2', 'python': '3.12.0 | packaged by Anaconda, Inc. | (main, Oct  2 2023, 12:22:05) [Clang 14.0.6 ]', 'platform': 'macOS-14.2.1-arm64-arm-64bit', 'event': 'prepare_vocab'}]
[ 2024-07-09 21:34:03,105  448 gensim.utils - INFO - Word2Vec lifecycle event {'msg': 'effective_min_count=1 leaves 1243939 word corpus (100.00% of original 1243939, drops 0)', 'datetime': '2024-07-09T21:34:03.105190', 'gensim': '4.3.2', 'python': '3.12.0 | packaged by Anaconda, Inc. | (main, Oct  2 2023, 12:22:05) [Clang 14.0.6 ]', 'platform': 'macOS-14.2.1-arm64-arm-64bit', 'event': 'prepare_vocab'}]
[ 2024-07-09 21:34:03,257  745 gensim.models.word2vec - INFO - deleting the raw counts dictionary of 85241 items]
[ 2024-07-09 21:34:03,259  748 gensim.models.word2vec - INFO - sample=0.001 downsamples 38 most-common words]
[ 2024-07-09 21:34:03,259  448 gensim.utils - INFO - Word2Vec lifecycle event {'msg': 'downsampling leaves estimated 1157525.6751127427 word corpus (93.1%% of prior 1243939)', 'datetime': '2024-07-09T21:34:03.259224', 'gensim': '4.3.2', 'python': '3.12.0 | packaged by Anaconda, Inc. | (main, Oct  2 2023, 12:22:05) [Clang 14.0.6 ]', 'platform': 'macOS-14.2.1-arm64-arm-64bit', 'event': 'prepare_vocab'}]
[ 2024-07-09 21:34:03,514  805 gensim.models.word2vec - INFO - estimated required memory for 85241 words and 100 dimensions: 110813300 bytes]
[ 2024-07-09 21:34:03,515  863 gensim.models.word2vec - INFO - resetting layer weights]
[ 2024-07-09 21:34:03,543  448 gensim.utils - INFO - Word2Vec lifecycle event {'update': False, 'trim_rule': 'None', 'datetime': '2024-07-09T21:34:03.543768', 'gensim': '4.3.2', 'python': '3.12.0 | packaged by Anaconda, Inc. | (main, Oct  2 2023, 12:22:05) [Clang 14.0.6 ]', 'platform': 'macOS-14.2.1-arm64-arm-64bit', 'event': 'build_vocab'}]
[ 2024-07-09 21:34:03,543  60 COMPONENTS - INFO - Completed Building Vocab Count]
[ 2024-07-09 21:34:03,543  61 COMPONENTS - INFO - Starting training W2Vmodel]
[ 2024-07-09 21:34:03,543  448 gensim.utils - INFO - Word2Vec lifecycle event {'msg': 'training model with 8 workers on 85241 vocabulary and 100 features, using sg=0 hs=0 sample=0.001 negative=20 window=3 shrink_windows=True', 'datetime': '2024-07-09T21:34:03.543972', 'gensim': '4.3.2', 'python': '3.12.0 | packaged by Anaconda, Inc. | (main, Oct  2 2023, 12:22:05) [Clang 14.0.6 ]', 'platform': 'macOS-14.2.1-arm64-arm-64bit', 'event': 'train'}]
[ 2024-07-09 21:34:04,550  1608 gensim.models.word2vec - INFO - EPOCH 0 - PROGRESS: at 97.65% examples, 1129136 words/s, in_qsize 3, out_qsize 1]
[ 2024-07-09 21:34:04,561  1652 gensim.models.word2vec - INFO - EPOCH 0: training on 1243939 raw words (1157331 effective words) took 1.0s, 1144612 effective words/s]
[ 2024-07-09 21:34:05,425  1652 gensim.models.word2vec - INFO - EPOCH 1: training on 1243939 raw words (1157528 effective words) took 0.9s, 1346191 effective words/s]
[ 2024-07-09 21:34:06,284  1652 gensim.models.word2vec - INFO - EPOCH 2: training on 1243939 raw words (1157366 effective words) took 0.9s, 1352963 effective words/s]
[ 2024-07-09 21:34:07,194  1652 gensim.models.word2vec - INFO - EPOCH 3: training on 1243939 raw words (1157797 effective words) took 0.9s, 1278406 effective words/s]
[ 2024-07-09 21:34:08,080  1652 gensim.models.word2vec - INFO - EPOCH 4: training on 1243939 raw words (1157882 effective words) took 0.9s, 1311839 effective words/s]
[ 2024-07-09 21:34:08,920  1652 gensim.models.word2vec - INFO - EPOCH 5: training on 1243939 raw words (1157679 effective words) took 0.8s, 1384947 effective words/s]
[ 2024-07-09 21:34:09,802  1652 gensim.models.word2vec - INFO - EPOCH 6: training on 1243939 raw words (1157373 effective words) took 0.9s, 1318313 effective words/s]
[ 2024-07-09 21:34:10,656  1652 gensim.models.word2vec - INFO - EPOCH 7: training on 1243939 raw words (1157641 effective words) took 0.8s, 1362325 effective words/s]
[ 2024-07-09 21:34:11,607  1652 gensim.models.word2vec - INFO - EPOCH 8: training on 1243939 raw words (1157329 effective words) took 0.9s, 1222248 effective words/s]
[ 2024-07-09 21:34:12,413  1652 gensim.models.word2vec - INFO - EPOCH 9: training on 1243939 raw words (1157586 effective words) took 0.8s, 1442162 effective words/s]
[ 2024-07-09 21:34:13,246  1652 gensim.models.word2vec - INFO - EPOCH 10: training on 1243939 raw words (1157397 effective words) took 0.8s, 1396910 effective words/s]
[ 2024-07-09 21:34:14,166  1652 gensim.models.word2vec - INFO - EPOCH 11: training on 1243939 raw words (1157844 effective words) took 0.9s, 1263224 effective words/s]
[ 2024-07-09 21:34:15,024  1652 gensim.models.word2vec - INFO - EPOCH 12: training on 1243939 raw words (1157312 effective words) took 0.9s, 1355194 effective words/s]
[ 2024-07-09 21:34:15,867  1652 gensim.models.word2vec - INFO - EPOCH 13: training on 1243939 raw words (1157334 effective words) took 0.8s, 1379213 effective words/s]
[ 2024-07-09 21:34:16,700  1652 gensim.models.word2vec - INFO - EPOCH 14: training on 1243939 raw words (1157423 effective words) took 0.8s, 1396869 effective words/s]
[ 2024-07-09 21:34:17,545  1652 gensim.models.word2vec - INFO - EPOCH 15: training on 1243939 raw words (1157516 effective words) took 0.8s, 1375441 effective words/s]
[ 2024-07-09 21:34:18,455  1652 gensim.models.word2vec - INFO - EPOCH 16: training on 1243939 raw words (1157582 effective words) took 0.9s, 1277064 effective words/s]
[ 2024-07-09 21:34:19,309  1652 gensim.models.word2vec - INFO - EPOCH 17: training on 1243939 raw words (1157161 effective words) took 0.8s, 1361396 effective words/s]
[ 2024-07-09 21:34:20,165  1652 gensim.models.word2vec - INFO - EPOCH 18: training on 1243939 raw words (1157507 effective words) took 0.9s, 1358855 effective words/s]
[ 2024-07-09 21:34:21,019  1652 gensim.models.word2vec - INFO - EPOCH 19: training on 1243939 raw words (1157651 effective words) took 0.8s, 1362419 effective words/s]
[ 2024-07-09 21:34:21,837  1652 gensim.models.word2vec - INFO - EPOCH 20: training on 1243939 raw words (1157443 effective words) took 0.8s, 1422650 effective words/s]
[ 2024-07-09 21:34:22,656  1652 gensim.models.word2vec - INFO - EPOCH 21: training on 1243939 raw words (1157385 effective words) took 0.8s, 1420149 effective words/s]
[ 2024-07-09 21:34:23,480  1652 gensim.models.word2vec - INFO - EPOCH 22: training on 1243939 raw words (1157522 effective words) took 0.8s, 1411413 effective words/s]
[ 2024-07-09 21:34:24,337  1652 gensim.models.word2vec - INFO - EPOCH 23: training on 1243939 raw words (1157353 effective words) took 0.9s, 1356163 effective words/s]
[ 2024-07-09 21:34:25,177  1652 gensim.models.word2vec - INFO - EPOCH 24: training on 1243939 raw words (1157486 effective words) took 0.8s, 1384123 effective words/s]
[ 2024-07-09 21:34:25,981  1652 gensim.models.word2vec - INFO - EPOCH 25: training on 1243939 raw words (1157403 effective words) took 0.8s, 1447168 effective words/s]
[ 2024-07-09 21:34:26,784  1652 gensim.models.word2vec - INFO - EPOCH 26: training on 1243939 raw words (1157297 effective words) took 0.8s, 1447617 effective words/s]
[ 2024-07-09 21:34:27,592  1652 gensim.models.word2vec - INFO - EPOCH 27: training on 1243939 raw words (1157665 effective words) took 0.8s, 1439218 effective words/s]
[ 2024-07-09 21:34:28,395  1652 gensim.models.word2vec - INFO - EPOCH 28: training on 1243939 raw words (1157762 effective words) took 0.8s, 1450282 effective words/s]
[ 2024-07-09 21:34:29,198  1652 gensim.models.word2vec - INFO - EPOCH 29: training on 1243939 raw words (1157368 effective words) took 0.8s, 1447438 effective words/s]
[ 2024-07-09 21:34:29,198  448 gensim.utils - INFO - Word2Vec lifecycle event {'msg': 'training on 37318170 raw words (34724923 effective words) took 25.7s, 1353534 effective words/s', 'datetime': '2024-07-09T21:34:29.198783', 'gensim': '4.3.2', 'python': '3.12.0 | packaged by Anaconda, Inc. | (main, Oct  2 2023, 12:22:05) [Clang 14.0.6 ]', 'platform': 'macOS-14.2.1-arm64-arm-64bit', 'event': 'train'}]
[ 2024-07-09 21:35:02,816  66 COMPONENTS - INFO - Completed Training W2Vmodel]
[ 2024-07-09 21:35:02,818  67 COMPONENTS - INFO - Converting each word in titleDescr column(LIST) to feature representation]
[ 2024-07-09 21:35:03,579  71 COMPONENTS - INFO - Converted each word in titleDescr column(LIST) to feature representation]
[ 2024-07-09 21:35:03,580  72 COMPONENTS - INFO - Applying mean to titleDescr Colum to form a single sentence encoding]
[ 2024-07-09 21:35:04,387  76 COMPONENTS - INFO - Applied mean and formed the sentence embeddings]
[ 2024-07-09 21:35:04,387  77 COMPONENTS - INFO - Starting training of PCA model to conver 100 dimensions to 50 dimensions]
[ 2024-07-09 21:35:11,168  84 COMPONENTS - INFO - Trained the PCA model and saved the dimensionality reduced data]
[ 2024-07-09 21:35:11,169  85 COMPONENTS - INFO - Saving W2Vmodel and PCA model into pickle file in Artifact Folder]
[ 2024-07-09 21:35:11,264  90 COMPONENTS - INFO - Saved W2Vmodel and PCA model into pickle file]
[ 2024-07-09 21:35:11,264  91 COMPONENTS - INFO - Saving PCA data into Artifacts Folder]
[ 2024-07-09 21:35:11,276  95 COMPONENTS - INFO - Saved PCA data into Artifacts Folder]
