[ 2024-07-09 04:00:32,353  21 COMPONENTS - INFO - Starting Data Ingestion]
[ 2024-07-09 04:01:35,788  448 gensim.utils - INFO - Word2Vec lifecycle event {'params': 'Word2Vec<vocab=0, vector_size=100, alpha=0.03>', 'datetime': '2024-07-09T04:01:35.766131', 'gensim': '4.3.2', 'python': '3.12.0 | packaged by Anaconda, Inc. | (main, Oct  2 2023, 12:22:05) [Clang 14.0.6 ]', 'platform': 'macOS-14.2.1-arm64-arm-64bit', 'event': 'created'}]
[ 2024-07-09 04:01:35,788  45 COMPONENTS - INFO - Initialized W2V model]
[ 2024-07-09 04:01:35,788  46 COMPONENTS - INFO - Building Vocab Count]
[ 2024-07-09 04:01:35,789  582 gensim.models.word2vec - INFO - collecting all words and their counts]
[ 2024-07-09 04:01:35,789  565 gensim.models.word2vec - INFO - PROGRESS: at sentence #0, processed 0 words, keeping 0 word types]
[ 2024-07-09 04:01:35,804  565 gensim.models.word2vec - INFO - PROGRESS: at sentence #10000, processed 160956 words, keeping 23009 word types]
[ 2024-07-09 04:01:35,818  565 gensim.models.word2vec - INFO - PROGRESS: at sentence #20000, processed 317897 words, keeping 35861 word types]
[ 2024-07-09 04:01:35,834  565 gensim.models.word2vec - INFO - PROGRESS: at sentence #30000, processed 473395 words, keeping 46120 word types]
[ 2024-07-09 04:01:35,848  565 gensim.models.word2vec - INFO - PROGRESS: at sentence #40000, processed 630506 words, keeping 55382 word types]
[ 2024-07-09 04:01:35,864  565 gensim.models.word2vec - INFO - PROGRESS: at sentence #50000, processed 787077 words, keeping 63837 word types]
[ 2024-07-09 04:01:35,880  565 gensim.models.word2vec - INFO - PROGRESS: at sentence #60000, processed 945699 words, keeping 71772 word types]
[ 2024-07-09 04:01:35,896  565 gensim.models.word2vec - INFO - PROGRESS: at sentence #70000, processed 1102934 words, keeping 78867 word types]
[ 2024-07-09 04:01:35,911  588 gensim.models.word2vec - INFO - collected 85241 word types from a corpus of 1243939 raw words and 78890 sentences]
[ 2024-07-09 04:01:35,911  637 gensim.models.word2vec - INFO - Creating a fresh vocabulary]
[ 2024-07-09 04:01:36,007  448 gensim.utils - INFO - Word2Vec lifecycle event {'msg': 'effective_min_count=1 retains 85241 unique words (100.00% of original 85241, drops 0)', 'datetime': '2024-07-09T04:01:36.007423', 'gensim': '4.3.2', 'python': '3.12.0 | packaged by Anaconda, Inc. | (main, Oct  2 2023, 12:22:05) [Clang 14.0.6 ]', 'platform': 'macOS-14.2.1-arm64-arm-64bit', 'event': 'prepare_vocab'}]
[ 2024-07-09 04:01:36,007  448 gensim.utils - INFO - Word2Vec lifecycle event {'msg': 'effective_min_count=1 leaves 1243939 word corpus (100.00% of original 1243939, drops 0)', 'datetime': '2024-07-09T04:01:36.007532', 'gensim': '4.3.2', 'python': '3.12.0 | packaged by Anaconda, Inc. | (main, Oct  2 2023, 12:22:05) [Clang 14.0.6 ]', 'platform': 'macOS-14.2.1-arm64-arm-64bit', 'event': 'prepare_vocab'}]
[ 2024-07-09 04:01:36,156  745 gensim.models.word2vec - INFO - deleting the raw counts dictionary of 85241 items]
[ 2024-07-09 04:01:36,156  748 gensim.models.word2vec - INFO - sample=0.001 downsamples 38 most-common words]
[ 2024-07-09 04:01:36,156  448 gensim.utils - INFO - Word2Vec lifecycle event {'msg': 'downsampling leaves estimated 1157525.6751127427 word corpus (93.1%% of prior 1243939)', 'datetime': '2024-07-09T04:01:36.156893', 'gensim': '4.3.2', 'python': '3.12.0 | packaged by Anaconda, Inc. | (main, Oct  2 2023, 12:22:05) [Clang 14.0.6 ]', 'platform': 'macOS-14.2.1-arm64-arm-64bit', 'event': 'prepare_vocab'}]
[ 2024-07-09 04:01:36,429  805 gensim.models.word2vec - INFO - estimated required memory for 85241 words and 100 dimensions: 110813300 bytes]
[ 2024-07-09 04:01:36,429  863 gensim.models.word2vec - INFO - resetting layer weights]
[ 2024-07-09 04:01:36,456  448 gensim.utils - INFO - Word2Vec lifecycle event {'update': False, 'trim_rule': 'None', 'datetime': '2024-07-09T04:01:36.456870', 'gensim': '4.3.2', 'python': '3.12.0 | packaged by Anaconda, Inc. | (main, Oct  2 2023, 12:22:05) [Clang 14.0.6 ]', 'platform': 'macOS-14.2.1-arm64-arm-64bit', 'event': 'build_vocab'}]
[ 2024-07-09 04:01:36,456  51 COMPONENTS - INFO - Completed Building Vocab Count]
[ 2024-07-09 04:01:36,456  52 COMPONENTS - INFO - Starting training W2Vmodel]
[ 2024-07-09 04:01:36,457  448 gensim.utils - INFO - Word2Vec lifecycle event {'msg': 'training model with 8 workers on 85241 vocabulary and 100 features, using sg=0 hs=0 sample=0.001 negative=20 window=3 shrink_windows=True', 'datetime': '2024-07-09T04:01:36.457054', 'gensim': '4.3.2', 'python': '3.12.0 | packaged by Anaconda, Inc. | (main, Oct  2 2023, 12:22:05) [Clang 14.0.6 ]', 'platform': 'macOS-14.2.1-arm64-arm-64bit', 'event': 'train'}]
[ 2024-07-09 04:01:37,314  1652 gensim.models.word2vec - INFO - EPOCH 0: training on 1243939 raw words (1157799 effective words) took 0.9s, 1356928 effective words/s]
[ 2024-07-09 04:01:38,152  1652 gensim.models.word2vec - INFO - EPOCH 1: training on 1243939 raw words (1157520 effective words) took 0.8s, 1387732 effective words/s]
[ 2024-07-09 04:01:38,981  1652 gensim.models.word2vec - INFO - EPOCH 2: training on 1243939 raw words (1157821 effective words) took 0.8s, 1403868 effective words/s]
[ 2024-07-09 04:01:39,801  1652 gensim.models.word2vec - INFO - EPOCH 3: training on 1243939 raw words (1157498 effective words) took 0.8s, 1417162 effective words/s]
[ 2024-07-09 04:01:40,607  1652 gensim.models.word2vec - INFO - EPOCH 4: training on 1243939 raw words (1157733 effective words) took 0.8s, 1445112 effective words/s]
[ 2024-07-09 04:01:41,434  1652 gensim.models.word2vec - INFO - EPOCH 5: training on 1243939 raw words (1157743 effective words) took 0.8s, 1406363 effective words/s]
[ 2024-07-09 04:01:42,254  1652 gensim.models.word2vec - INFO - EPOCH 6: training on 1243939 raw words (1157759 effective words) took 0.8s, 1418121 effective words/s]
[ 2024-07-09 04:01:43,070  1652 gensim.models.word2vec - INFO - EPOCH 7: training on 1243939 raw words (1157576 effective words) took 0.8s, 1424924 effective words/s]
[ 2024-07-09 04:01:43,868  1652 gensim.models.word2vec - INFO - EPOCH 8: training on 1243939 raw words (1157550 effective words) took 0.8s, 1458747 effective words/s]
[ 2024-07-09 04:01:44,672  1652 gensim.models.word2vec - INFO - EPOCH 9: training on 1243939 raw words (1157542 effective words) took 0.8s, 1447242 effective words/s]
[ 2024-07-09 04:01:45,472  1652 gensim.models.word2vec - INFO - EPOCH 10: training on 1243939 raw words (1157585 effective words) took 0.8s, 1453664 effective words/s]
[ 2024-07-09 04:01:46,268  1652 gensim.models.word2vec - INFO - EPOCH 11: training on 1243939 raw words (1157412 effective words) took 0.8s, 1460050 effective words/s]
[ 2024-07-09 04:01:47,059  1652 gensim.models.word2vec - INFO - EPOCH 12: training on 1243939 raw words (1157748 effective words) took 0.8s, 1471258 effective words/s]
[ 2024-07-09 04:01:47,857  1652 gensim.models.word2vec - INFO - EPOCH 13: training on 1243939 raw words (1157522 effective words) took 0.8s, 1457831 effective words/s]
[ 2024-07-09 04:01:48,663  1652 gensim.models.word2vec - INFO - EPOCH 14: training on 1243939 raw words (1157390 effective words) took 0.8s, 1444023 effective words/s]
[ 2024-07-09 04:01:49,455  1652 gensim.models.word2vec - INFO - EPOCH 15: training on 1243939 raw words (1157736 effective words) took 0.8s, 1469035 effective words/s]
[ 2024-07-09 04:01:50,246  1652 gensim.models.word2vec - INFO - EPOCH 16: training on 1243939 raw words (1157666 effective words) took 0.8s, 1469997 effective words/s]
[ 2024-07-09 04:01:51,065  1652 gensim.models.word2vec - INFO - EPOCH 17: training on 1243939 raw words (1157478 effective words) took 0.8s, 1420385 effective words/s]
[ 2024-07-09 04:01:51,861  1652 gensim.models.word2vec - INFO - EPOCH 18: training on 1243939 raw words (1157311 effective words) took 0.8s, 1460630 effective words/s]
[ 2024-07-09 04:01:52,647  1652 gensim.models.word2vec - INFO - EPOCH 19: training on 1243939 raw words (1157664 effective words) took 0.8s, 1480344 effective words/s]
[ 2024-07-09 04:01:53,462  1652 gensim.models.word2vec - INFO - EPOCH 20: training on 1243939 raw words (1157161 effective words) took 0.8s, 1427692 effective words/s]
[ 2024-07-09 04:01:54,248  1652 gensim.models.word2vec - INFO - EPOCH 21: training on 1243939 raw words (1157706 effective words) took 0.8s, 1478577 effective words/s]
[ 2024-07-09 04:01:55,036  1652 gensim.models.word2vec - INFO - EPOCH 22: training on 1243939 raw words (1157418 effective words) took 0.8s, 1476776 effective words/s]
[ 2024-07-09 04:01:55,827  1652 gensim.models.word2vec - INFO - EPOCH 23: training on 1243939 raw words (1157474 effective words) took 0.8s, 1471226 effective words/s]
[ 2024-07-09 04:01:56,620  1652 gensim.models.word2vec - INFO - EPOCH 24: training on 1243939 raw words (1157494 effective words) took 0.8s, 1465460 effective words/s]
[ 2024-07-09 04:01:57,424  1652 gensim.models.word2vec - INFO - EPOCH 25: training on 1243939 raw words (1157825 effective words) took 0.8s, 1447659 effective words/s]
[ 2024-07-09 04:01:58,225  1652 gensim.models.word2vec - INFO - EPOCH 26: training on 1243939 raw words (1157626 effective words) took 0.8s, 1453399 effective words/s]
[ 2024-07-09 04:01:59,014  1652 gensim.models.word2vec - INFO - EPOCH 27: training on 1243939 raw words (1157658 effective words) took 0.8s, 1474631 effective words/s]
[ 2024-07-09 04:01:59,803  1652 gensim.models.word2vec - INFO - EPOCH 28: training on 1243939 raw words (1157666 effective words) took 0.8s, 1473532 effective words/s]
[ 2024-07-09 04:02:00,586  1652 gensim.models.word2vec - INFO - EPOCH 29: training on 1243939 raw words (1157458 effective words) took 0.8s, 1486263 effective words/s]
[ 2024-07-09 04:02:00,586  448 gensim.utils - INFO - Word2Vec lifecycle event {'msg': 'training on 37318170 raw words (34727539 effective words) took 24.1s, 1439235 effective words/s', 'datetime': '2024-07-09T04:02:00.586414', 'gensim': '4.3.2', 'python': '3.12.0 | packaged by Anaconda, Inc. | (main, Oct  2 2023, 12:22:05) [Clang 14.0.6 ]', 'platform': 'macOS-14.2.1-arm64-arm-64bit', 'event': 'train'}]
[ 2024-07-09 04:02:00,586  56 COMPONENTS - INFO - Completed Training W2Vmodel]
[ 2024-07-09 04:02:00,586  57 COMPONENTS - INFO - Creating a copy of df]
[ 2024-07-09 04:02:00,607  61 COMPONENTS - INFO - Created the copy of df]
[ 2024-07-09 04:02:00,607  62 COMPONENTS - INFO - Converting each word in titleDescr column(LIST) to feature representation]
[ 2024-07-09 04:02:01,168  66 COMPONENTS - INFO - Converted each word in titleDescr column(LIST) to feature representation]
[ 2024-07-09 04:02:01,168  67 COMPONENTS - INFO - Applying mean to titleDescr Colum to form a single sentence encoding]
[ 2024-07-09 04:02:01,908  71 COMPONENTS - INFO - Applied mean and formed the sentence embeddings]
[ 2024-07-09 04:02:01,909  72 COMPONENTS - INFO - Starting training of PCA model to conver 100 dimensions to 50 dimensions]
[ 2024-07-09 04:02:02,006  79 COMPONENTS - INFO - Trained the PCA model and saved the dimensionality reduced data]
[ 2024-07-09 04:02:02,006  80 COMPONENTS - INFO - Saving W2Vmodel and PCA model into pickle file in Artifact Folder]
[ 2024-07-09 04:02:02,057  85 COMPONENTS - INFO - Saved W2Vmodel and PCA model into pickle file]
[ 2024-07-09 04:02:02,057  86 COMPONENTS - INFO - Saving PCA data into Artifacts Folder]
[ 2024-07-09 04:02:02,068  90 COMPONENTS - INFO - Saved PCA data into Artifacts Folder]
