[ 2024-07-09 01:44:16,721  21 COMPONENTS - INFO - Starting Data Ingestion]
[ 2024-07-09 01:45:18,895  46 COMPONENTS - INFO - Building Vocab Count]
[ 2024-07-09 01:45:18,896  582 gensim.models.word2vec - INFO - collecting all words and their counts]
[ 2024-07-09 01:45:18,896  565 gensim.models.word2vec - INFO - PROGRESS: at sentence #0, processed 0 words, keeping 0 word types]
[ 2024-07-09 01:45:18,911  565 gensim.models.word2vec - INFO - PROGRESS: at sentence #10000, processed 160956 words, keeping 23009 word types]
[ 2024-07-09 01:45:18,926  565 gensim.models.word2vec - INFO - PROGRESS: at sentence #20000, processed 317897 words, keeping 35861 word types]
[ 2024-07-09 01:45:18,941  565 gensim.models.word2vec - INFO - PROGRESS: at sentence #30000, processed 473395 words, keeping 46120 word types]
[ 2024-07-09 01:45:18,956  565 gensim.models.word2vec - INFO - PROGRESS: at sentence #40000, processed 630506 words, keeping 55382 word types]
[ 2024-07-09 01:45:18,972  565 gensim.models.word2vec - INFO - PROGRESS: at sentence #50000, processed 787077 words, keeping 63837 word types]
[ 2024-07-09 01:45:18,989  565 gensim.models.word2vec - INFO - PROGRESS: at sentence #60000, processed 945699 words, keeping 71772 word types]
[ 2024-07-09 01:45:19,005  565 gensim.models.word2vec - INFO - PROGRESS: at sentence #70000, processed 1102934 words, keeping 78867 word types]
[ 2024-07-09 01:45:19,020  588 gensim.models.word2vec - INFO - collected 85241 word types from a corpus of 1243939 raw words and 78890 sentences]
[ 2024-07-09 01:45:19,020  637 gensim.models.word2vec - INFO - Creating a fresh vocabulary]
[ 2024-07-09 01:45:19,119  448 gensim.utils - INFO - Word2Vec lifecycle event {'msg': 'effective_min_count=1 retains 85241 unique words (100.00% of original 85241, drops 0)', 'datetime': '2024-07-09T01:45:19.119516', 'gensim': '4.3.2', 'python': '3.12.0 | packaged by Anaconda, Inc. | (main, Oct  2 2023, 12:22:05) [Clang 14.0.6 ]', 'platform': 'macOS-14.2.1-arm64-arm-64bit', 'event': 'prepare_vocab'}]
[ 2024-07-09 01:45:19,119  448 gensim.utils - INFO - Word2Vec lifecycle event {'msg': 'effective_min_count=1 leaves 1243939 word corpus (100.00% of original 1243939, drops 0)', 'datetime': '2024-07-09T01:45:19.119644', 'gensim': '4.3.2', 'python': '3.12.0 | packaged by Anaconda, Inc. | (main, Oct  2 2023, 12:22:05) [Clang 14.0.6 ]', 'platform': 'macOS-14.2.1-arm64-arm-64bit', 'event': 'prepare_vocab'}]
[ 2024-07-09 01:45:19,272  745 gensim.models.word2vec - INFO - deleting the raw counts dictionary of 85241 items]
[ 2024-07-09 01:45:19,272  748 gensim.models.word2vec - INFO - sample=0.001 downsamples 38 most-common words]
[ 2024-07-09 01:45:19,273  448 gensim.utils - INFO - Word2Vec lifecycle event {'msg': 'downsampling leaves estimated 1157525.6751127427 word corpus (93.1%% of prior 1243939)', 'datetime': '2024-07-09T01:45:19.273039', 'gensim': '4.3.2', 'python': '3.12.0 | packaged by Anaconda, Inc. | (main, Oct  2 2023, 12:22:05) [Clang 14.0.6 ]', 'platform': 'macOS-14.2.1-arm64-arm-64bit', 'event': 'prepare_vocab'}]
[ 2024-07-09 01:45:19,527  805 gensim.models.word2vec - INFO - estimated required memory for 85241 words and 100 dimensions: 110813300 bytes]
[ 2024-07-09 01:45:19,527  863 gensim.models.word2vec - INFO - resetting layer weights]
[ 2024-07-09 01:45:19,555  448 gensim.utils - INFO - Word2Vec lifecycle event {'update': False, 'trim_rule': 'None', 'datetime': '2024-07-09T01:45:19.555621', 'gensim': '4.3.2', 'python': '3.12.0 | packaged by Anaconda, Inc. | (main, Oct  2 2023, 12:22:05) [Clang 14.0.6 ]', 'platform': 'macOS-14.2.1-arm64-arm-64bit', 'event': 'build_vocab'}]
[ 2024-07-09 01:45:19,555  51 COMPONENTS - INFO - Completed Building Vocab Count]
[ 2024-07-09 01:45:19,555  52 COMPONENTS - INFO - Starting training W2Vmodel]
[ 2024-07-09 01:45:19,555  448 gensim.utils - INFO - Word2Vec lifecycle event {'msg': 'training model with 8 workers on 85241 vocabulary and 100 features, using sg=0 hs=0 sample=0.001 negative=20 window=3 shrink_windows=True', 'datetime': '2024-07-09T01:45:19.555805', 'gensim': '4.3.2', 'python': '3.12.0 | packaged by Anaconda, Inc. | (main, Oct  2 2023, 12:22:05) [Clang 14.0.6 ]', 'platform': 'macOS-14.2.1-arm64-arm-64bit', 'event': 'train'}]
[ 2024-07-09 01:45:20,439  1652 gensim.models.word2vec - INFO - EPOCH 0: training on 1243939 raw words (1157739 effective words) took 0.9s, 1318517 effective words/s]
[ 2024-07-09 01:45:21,294  1652 gensim.models.word2vec - INFO - EPOCH 1: training on 1243939 raw words (1157605 effective words) took 0.9s, 1360570 effective words/s]
[ 2024-07-09 01:45:22,105  1652 gensim.models.word2vec - INFO - EPOCH 2: training on 1243939 raw words (1157639 effective words) took 0.8s, 1434250 effective words/s]
[ 2024-07-09 01:45:22,925  1652 gensim.models.word2vec - INFO - EPOCH 3: training on 1243939 raw words (1157770 effective words) took 0.8s, 1419140 effective words/s]
[ 2024-07-09 01:45:23,750  1652 gensim.models.word2vec - INFO - EPOCH 4: training on 1243939 raw words (1157443 effective words) took 0.8s, 1409916 effective words/s]
[ 2024-07-09 01:45:24,568  1652 gensim.models.word2vec - INFO - EPOCH 5: training on 1243939 raw words (1157610 effective words) took 0.8s, 1422026 effective words/s]
[ 2024-07-09 01:45:25,389  1652 gensim.models.word2vec - INFO - EPOCH 6: training on 1243939 raw words (1157490 effective words) took 0.8s, 1417600 effective words/s]
[ 2024-07-09 01:45:26,204  1652 gensim.models.word2vec - INFO - EPOCH 7: training on 1243939 raw words (1157524 effective words) took 0.8s, 1426857 effective words/s]
[ 2024-07-09 01:45:27,014  1652 gensim.models.word2vec - INFO - EPOCH 8: training on 1243939 raw words (1157320 effective words) took 0.8s, 1436008 effective words/s]
[ 2024-07-09 01:45:27,829  1652 gensim.models.word2vec - INFO - EPOCH 9: training on 1243939 raw words (1157581 effective words) took 0.8s, 1427421 effective words/s]
[ 2024-07-09 01:45:28,650  1652 gensim.models.word2vec - INFO - EPOCH 10: training on 1243939 raw words (1157543 effective words) took 0.8s, 1417138 effective words/s]
[ 2024-07-09 01:45:29,465  1652 gensim.models.word2vec - INFO - EPOCH 11: training on 1243939 raw words (1157395 effective words) took 0.8s, 1426685 effective words/s]
[ 2024-07-09 01:45:30,269  1652 gensim.models.word2vec - INFO - EPOCH 12: training on 1243939 raw words (1157744 effective words) took 0.8s, 1445969 effective words/s]
[ 2024-07-09 01:45:31,078  1652 gensim.models.word2vec - INFO - EPOCH 13: training on 1243939 raw words (1157189 effective words) took 0.8s, 1438744 effective words/s]
[ 2024-07-09 01:45:31,889  1652 gensim.models.word2vec - INFO - EPOCH 14: training on 1243939 raw words (1157319 effective words) took 0.8s, 1433208 effective words/s]
[ 2024-07-09 01:45:32,698  1652 gensim.models.word2vec - INFO - EPOCH 15: training on 1243939 raw words (1157409 effective words) took 0.8s, 1437800 effective words/s]
[ 2024-07-09 01:45:33,533  1652 gensim.models.word2vec - INFO - EPOCH 16: training on 1243939 raw words (1157473 effective words) took 0.8s, 1392494 effective words/s]
[ 2024-07-09 01:45:34,334  1652 gensim.models.word2vec - INFO - EPOCH 17: training on 1243939 raw words (1157148 effective words) took 0.8s, 1452859 effective words/s]
[ 2024-07-09 01:45:35,148  1652 gensim.models.word2vec - INFO - EPOCH 18: training on 1243939 raw words (1157752 effective words) took 0.8s, 1428740 effective words/s]
[ 2024-07-09 01:45:35,954  1652 gensim.models.word2vec - INFO - EPOCH 19: training on 1243939 raw words (1157651 effective words) took 0.8s, 1443492 effective words/s]
[ 2024-07-09 01:45:36,758  1652 gensim.models.word2vec - INFO - EPOCH 20: training on 1243939 raw words (1157715 effective words) took 0.8s, 1445909 effective words/s]
[ 2024-07-09 01:45:37,572  1652 gensim.models.word2vec - INFO - EPOCH 21: training on 1243939 raw words (1157773 effective words) took 0.8s, 1429240 effective words/s]
[ 2024-07-09 01:45:38,376  1652 gensim.models.word2vec - INFO - EPOCH 22: training on 1243939 raw words (1157739 effective words) took 0.8s, 1446972 effective words/s]
[ 2024-07-09 01:45:39,184  1652 gensim.models.word2vec - INFO - EPOCH 23: training on 1243939 raw words (1157608 effective words) took 0.8s, 1440248 effective words/s]
[ 2024-07-09 01:45:39,999  1652 gensim.models.word2vec - INFO - EPOCH 24: training on 1243939 raw words (1157355 effective words) took 0.8s, 1427731 effective words/s]
[ 2024-07-09 01:45:40,816  1652 gensim.models.word2vec - INFO - EPOCH 25: training on 1243939 raw words (1157280 effective words) took 0.8s, 1423452 effective words/s]
[ 2024-07-09 01:45:41,616  1652 gensim.models.word2vec - INFO - EPOCH 26: training on 1243939 raw words (1157779 effective words) took 0.8s, 1456689 effective words/s]
[ 2024-07-09 01:45:42,430  1652 gensim.models.word2vec - INFO - EPOCH 27: training on 1243939 raw words (1157418 effective words) took 0.8s, 1427252 effective words/s]
[ 2024-07-09 01:45:43,247  1652 gensim.models.word2vec - INFO - EPOCH 28: training on 1243939 raw words (1157439 effective words) took 0.8s, 1423687 effective words/s]
[ 2024-07-09 01:45:44,075  1652 gensim.models.word2vec - INFO - EPOCH 29: training on 1243939 raw words (1157467 effective words) took 0.8s, 1439697 effective words/s]
[ 2024-07-09 01:45:44,076  448 gensim.utils - INFO - Word2Vec lifecycle event {'msg': 'training on 37318170 raw words (34725917 effective words) took 24.5s, 1416202 effective words/s', 'datetime': '2024-07-09T01:45:44.076067', 'gensim': '4.3.2', 'python': '3.12.0 | packaged by Anaconda, Inc. | (main, Oct  2 2023, 12:22:05) [Clang 14.0.6 ]', 'platform': 'macOS-14.2.1-arm64-arm-64bit', 'event': 'train'}]
[ 2024-07-09 01:45:44,076  56 COMPONENTS - INFO - Completed Training W2Vmodel]
[ 2024-07-09 01:45:44,076  57 COMPONENTS - INFO - Creating a copy of df]
[ 2024-07-09 01:45:44,098  61 COMPONENTS - INFO - Created the copy of df]
[ 2024-07-09 01:45:44,098  62 COMPONENTS - INFO - Converting each word in titleDescr column(LIST) to feature representation]
[ 2024-07-09 01:45:44,669  66 COMPONENTS - INFO - Converted each word in titleDescr column(LIST) to feature representation]
[ 2024-07-09 01:45:44,669  67 COMPONENTS - INFO - Applying mean to titleDescr Colum to form a single sentence encoding]
[ 2024-07-09 01:45:45,339  71 COMPONENTS - INFO - Applied mean and formed the sentence embeddings]
[ 2024-07-09 01:45:45,339  72 COMPONENTS - INFO - Starting training of PCA model to conver 100 dimensions to 50 dimensions]
[ 2024-07-09 01:45:45,460  79 COMPONENTS - INFO - Trained the PCA model and saved the dimensionality reduced data]
[ 2024-07-09 01:45:45,460  80 COMPONENTS - INFO - Saving W2Vmodel and PCA model into pickle file in Artifact Folder]
[ 2024-07-09 01:45:45,541  85 COMPONENTS - INFO - Saved W2Vmodel and PCA model into pickle file]
[ 2024-07-09 01:45:45,541  86 COMPONENTS - INFO - Saving PCA data into Artifacts Folder]
[ 2024-07-09 01:45:47,378  91 COMPONENTS - INFO - Saved PCA data into Artifacts Folder]
