[ 2024-07-09 19:25:45,351  21 COMPONENTS - INFO - Starting Data Ingestion]
[ 2024-07-09 19:26:47,467  448 gensim.utils - INFO - Word2Vec lifecycle event {'params': 'Word2Vec<vocab=0, vector_size=100, alpha=0.03>', 'datetime': '2024-07-09T19:26:47.442309', 'gensim': '4.3.2', 'python': '3.12.0 | packaged by Anaconda, Inc. | (main, Oct  2 2023, 12:22:05) [Clang 14.0.6 ]', 'platform': 'macOS-14.2.1-arm64-arm-64bit', 'event': 'created'}]
[ 2024-07-09 19:26:47,468  45 COMPONENTS - INFO - Initialized W2V model]
[ 2024-07-09 19:26:47,468  46 COMPONENTS - INFO - Building Vocab Count]
[ 2024-07-09 19:26:47,468  582 gensim.models.word2vec - INFO - collecting all words and their counts]
[ 2024-07-09 19:26:47,468  565 gensim.models.word2vec - INFO - PROGRESS: at sentence #0, processed 0 words, keeping 0 word types]
[ 2024-07-09 19:26:47,483  565 gensim.models.word2vec - INFO - PROGRESS: at sentence #10000, processed 160956 words, keeping 23009 word types]
[ 2024-07-09 19:26:47,498  565 gensim.models.word2vec - INFO - PROGRESS: at sentence #20000, processed 317897 words, keeping 35861 word types]
[ 2024-07-09 19:26:47,513  565 gensim.models.word2vec - INFO - PROGRESS: at sentence #30000, processed 473395 words, keeping 46120 word types]
[ 2024-07-09 19:26:47,528  565 gensim.models.word2vec - INFO - PROGRESS: at sentence #40000, processed 630506 words, keeping 55382 word types]
[ 2024-07-09 19:26:47,544  565 gensim.models.word2vec - INFO - PROGRESS: at sentence #50000, processed 787077 words, keeping 63837 word types]
[ 2024-07-09 19:26:47,560  565 gensim.models.word2vec - INFO - PROGRESS: at sentence #60000, processed 945699 words, keeping 71772 word types]
[ 2024-07-09 19:26:47,577  565 gensim.models.word2vec - INFO - PROGRESS: at sentence #70000, processed 1102934 words, keeping 78867 word types]
[ 2024-07-09 19:26:47,592  588 gensim.models.word2vec - INFO - collected 85241 word types from a corpus of 1243939 raw words and 78890 sentences]
[ 2024-07-09 19:26:47,592  637 gensim.models.word2vec - INFO - Creating a fresh vocabulary]
[ 2024-07-09 19:26:47,693  448 gensim.utils - INFO - Word2Vec lifecycle event {'msg': 'effective_min_count=1 retains 85241 unique words (100.00% of original 85241, drops 0)', 'datetime': '2024-07-09T19:26:47.693798', 'gensim': '4.3.2', 'python': '3.12.0 | packaged by Anaconda, Inc. | (main, Oct  2 2023, 12:22:05) [Clang 14.0.6 ]', 'platform': 'macOS-14.2.1-arm64-arm-64bit', 'event': 'prepare_vocab'}]
[ 2024-07-09 19:26:47,693  448 gensim.utils - INFO - Word2Vec lifecycle event {'msg': 'effective_min_count=1 leaves 1243939 word corpus (100.00% of original 1243939, drops 0)', 'datetime': '2024-07-09T19:26:47.693902', 'gensim': '4.3.2', 'python': '3.12.0 | packaged by Anaconda, Inc. | (main, Oct  2 2023, 12:22:05) [Clang 14.0.6 ]', 'platform': 'macOS-14.2.1-arm64-arm-64bit', 'event': 'prepare_vocab'}]
[ 2024-07-09 19:26:47,847  745 gensim.models.word2vec - INFO - deleting the raw counts dictionary of 85241 items]
[ 2024-07-09 19:26:47,848  748 gensim.models.word2vec - INFO - sample=0.001 downsamples 38 most-common words]
[ 2024-07-09 19:26:47,848  448 gensim.utils - INFO - Word2Vec lifecycle event {'msg': 'downsampling leaves estimated 1157525.6751127427 word corpus (93.1%% of prior 1243939)', 'datetime': '2024-07-09T19:26:47.848414', 'gensim': '4.3.2', 'python': '3.12.0 | packaged by Anaconda, Inc. | (main, Oct  2 2023, 12:22:05) [Clang 14.0.6 ]', 'platform': 'macOS-14.2.1-arm64-arm-64bit', 'event': 'prepare_vocab'}]
[ 2024-07-09 19:26:48,103  805 gensim.models.word2vec - INFO - estimated required memory for 85241 words and 100 dimensions: 110813300 bytes]
[ 2024-07-09 19:26:48,103  863 gensim.models.word2vec - INFO - resetting layer weights]
[ 2024-07-09 19:26:48,132  448 gensim.utils - INFO - Word2Vec lifecycle event {'update': False, 'trim_rule': 'None', 'datetime': '2024-07-09T19:26:48.132966', 'gensim': '4.3.2', 'python': '3.12.0 | packaged by Anaconda, Inc. | (main, Oct  2 2023, 12:22:05) [Clang 14.0.6 ]', 'platform': 'macOS-14.2.1-arm64-arm-64bit', 'event': 'build_vocab'}]
[ 2024-07-09 19:26:48,133  51 COMPONENTS - INFO - Completed Building Vocab Count]
[ 2024-07-09 19:26:48,133  52 COMPONENTS - INFO - Starting training W2Vmodel]
[ 2024-07-09 19:26:48,133  448 gensim.utils - INFO - Word2Vec lifecycle event {'msg': 'training model with 8 workers on 85241 vocabulary and 100 features, using sg=0 hs=0 sample=0.001 negative=20 window=3 shrink_windows=True', 'datetime': '2024-07-09T19:26:48.133152', 'gensim': '4.3.2', 'python': '3.12.0 | packaged by Anaconda, Inc. | (main, Oct  2 2023, 12:22:05) [Clang 14.0.6 ]', 'platform': 'macOS-14.2.1-arm64-arm-64bit', 'event': 'train'}]
[ 2024-07-09 19:26:48,999  1652 gensim.models.word2vec - INFO - EPOCH 0: training on 1243939 raw words (1157270 effective words) took 0.9s, 1342171 effective words/s]
[ 2024-07-09 19:26:49,856  1652 gensim.models.word2vec - INFO - EPOCH 1: training on 1243939 raw words (1157496 effective words) took 0.9s, 1357325 effective words/s]
[ 2024-07-09 19:26:50,764  1652 gensim.models.word2vec - INFO - EPOCH 2: training on 1243939 raw words (1157362 effective words) took 0.9s, 1280220 effective words/s]
[ 2024-07-09 19:26:51,593  1652 gensim.models.word2vec - INFO - EPOCH 3: training on 1243939 raw words (1158008 effective words) took 0.8s, 1402249 effective words/s]
[ 2024-07-09 19:26:52,433  1652 gensim.models.word2vec - INFO - EPOCH 4: training on 1243939 raw words (1157855 effective words) took 0.8s, 1386203 effective words/s]
[ 2024-07-09 19:26:53,272  1652 gensim.models.word2vec - INFO - EPOCH 5: training on 1243939 raw words (1157331 effective words) took 0.8s, 1384685 effective words/s]
[ 2024-07-09 19:26:54,100  1652 gensim.models.word2vec - INFO - EPOCH 6: training on 1243939 raw words (1157441 effective words) took 0.8s, 1405635 effective words/s]
[ 2024-07-09 19:26:54,905  1652 gensim.models.word2vec - INFO - EPOCH 7: training on 1243939 raw words (1157341 effective words) took 0.8s, 1443366 effective words/s]
[ 2024-07-09 19:26:55,730  1652 gensim.models.word2vec - INFO - EPOCH 8: training on 1243939 raw words (1157633 effective words) took 0.8s, 1410278 effective words/s]
[ 2024-07-09 19:26:56,551  1652 gensim.models.word2vec - INFO - EPOCH 9: training on 1243939 raw words (1157341 effective words) took 0.8s, 1416592 effective words/s]
[ 2024-07-09 19:26:57,366  1652 gensim.models.word2vec - INFO - EPOCH 10: training on 1243939 raw words (1157781 effective words) took 0.8s, 1428030 effective words/s]
[ 2024-07-09 19:26:58,171  1652 gensim.models.word2vec - INFO - EPOCH 11: training on 1243939 raw words (1157118 effective words) took 0.8s, 1443733 effective words/s]
[ 2024-07-09 19:26:58,997  1652 gensim.models.word2vec - INFO - EPOCH 12: training on 1243939 raw words (1157653 effective words) took 0.8s, 1408698 effective words/s]
[ 2024-07-09 19:26:59,807  1652 gensim.models.word2vec - INFO - EPOCH 13: training on 1243939 raw words (1157769 effective words) took 0.8s, 1435787 effective words/s]
[ 2024-07-09 19:27:00,615  1652 gensim.models.word2vec - INFO - EPOCH 14: training on 1243939 raw words (1158095 effective words) took 0.8s, 1439495 effective words/s]
[ 2024-07-09 19:27:01,411  1652 gensim.models.word2vec - INFO - EPOCH 15: training on 1243939 raw words (1157459 effective words) took 0.8s, 1462498 effective words/s]
[ 2024-07-09 19:27:02,207  1652 gensim.models.word2vec - INFO - EPOCH 16: training on 1243939 raw words (1157423 effective words) took 0.8s, 1460284 effective words/s]
[ 2024-07-09 19:27:03,026  1652 gensim.models.word2vec - INFO - EPOCH 17: training on 1243939 raw words (1157362 effective words) took 0.8s, 1420998 effective words/s]
[ 2024-07-09 19:27:03,840  1652 gensim.models.word2vec - INFO - EPOCH 18: training on 1243939 raw words (1157478 effective words) took 0.8s, 1428385 effective words/s]
[ 2024-07-09 19:27:04,651  1652 gensim.models.word2vec - INFO - EPOCH 19: training on 1243939 raw words (1157247 effective words) took 0.8s, 1433285 effective words/s]
[ 2024-07-09 19:27:05,456  1652 gensim.models.word2vec - INFO - EPOCH 20: training on 1243939 raw words (1157308 effective words) took 0.8s, 1445416 effective words/s]
[ 2024-07-09 19:27:06,268  1652 gensim.models.word2vec - INFO - EPOCH 21: training on 1243939 raw words (1157522 effective words) took 0.8s, 1431952 effective words/s]
[ 2024-07-09 19:27:07,089  1652 gensim.models.word2vec - INFO - EPOCH 22: training on 1243939 raw words (1157473 effective words) took 0.8s, 1416267 effective words/s]
[ 2024-07-09 19:27:07,934  1652 gensim.models.word2vec - INFO - EPOCH 23: training on 1243939 raw words (1157544 effective words) took 0.8s, 1376360 effective words/s]
[ 2024-07-09 19:27:08,751  1652 gensim.models.word2vec - INFO - EPOCH 24: training on 1243939 raw words (1157541 effective words) took 0.8s, 1423249 effective words/s]
[ 2024-07-09 19:27:09,563  1652 gensim.models.word2vec - INFO - EPOCH 25: training on 1243939 raw words (1157282 effective words) took 0.8s, 1431662 effective words/s]
[ 2024-07-09 19:27:10,384  1652 gensim.models.word2vec - INFO - EPOCH 26: training on 1243939 raw words (1157655 effective words) took 0.8s, 1417263 effective words/s]
[ 2024-07-09 19:27:11,200  1652 gensim.models.word2vec - INFO - EPOCH 27: training on 1243939 raw words (1157722 effective words) took 0.8s, 1426314 effective words/s]
[ 2024-07-09 19:27:12,017  1652 gensim.models.word2vec - INFO - EPOCH 28: training on 1243939 raw words (1157522 effective words) took 0.8s, 1423099 effective words/s]
[ 2024-07-09 19:27:12,815  1652 gensim.models.word2vec - INFO - EPOCH 29: training on 1243939 raw words (1157290 effective words) took 0.8s, 1457497 effective words/s]
[ 2024-07-09 19:27:12,815  448 gensim.utils - INFO - Word2Vec lifecycle event {'msg': 'training on 37318170 raw words (34725322 effective words) took 24.7s, 1406868 effective words/s', 'datetime': '2024-07-09T19:27:12.815571', 'gensim': '4.3.2', 'python': '3.12.0 | packaged by Anaconda, Inc. | (main, Oct  2 2023, 12:22:05) [Clang 14.0.6 ]', 'platform': 'macOS-14.2.1-arm64-arm-64bit', 'event': 'train'}]
[ 2024-07-09 19:27:12,815  56 COMPONENTS - INFO - Completed Training W2Vmodel]
[ 2024-07-09 19:27:12,815  57 COMPONENTS - INFO - Creating a copy of df]
[ 2024-07-09 19:27:12,836  61 COMPONENTS - INFO - Created the copy of df]
[ 2024-07-09 19:27:12,836  62 COMPONENTS - INFO - Converting each word in titleDescr column(LIST) to feature representation]
[ 2024-07-09 19:27:13,406  66 COMPONENTS - INFO - Converted each word in titleDescr column(LIST) to feature representation]
[ 2024-07-09 19:27:13,406  67 COMPONENTS - INFO - Applying mean to titleDescr Colum to form a single sentence encoding]
[ 2024-07-09 19:27:14,064  71 COMPONENTS - INFO - Applied mean and formed the sentence embeddings]
[ 2024-07-09 19:27:14,064  72 COMPONENTS - INFO - Starting training of PCA model to conver 100 dimensions to 50 dimensions]
[ 2024-07-09 19:27:14,190  79 COMPONENTS - INFO - Trained the PCA model and saved the dimensionality reduced data]
[ 2024-07-09 19:27:14,190  80 COMPONENTS - INFO - Saving W2Vmodel and PCA model into pickle file in Artifact Folder]
[ 2024-07-09 19:27:14,252  85 COMPONENTS - INFO - Saved W2Vmodel and PCA model into pickle file]
[ 2024-07-09 19:27:14,252  86 COMPONENTS - INFO - Saving PCA data into Artifacts Folder]
[ 2024-07-09 19:27:14,261  90 COMPONENTS - INFO - Saved PCA data into Artifacts Folder]
