[ 2024-07-09 19:33:36,298  97 werkzeug - WARNING -  * Debugger is active!]
[ 2024-07-09 19:33:36,307  97 werkzeug - INFO -  * Debugger PIN: 121-992-361]
[ 2024-07-09 19:33:44,901  21 COMPONENTS - INFO - Starting Data Ingestion]
[ 2024-07-09 19:34:46,716  565 gensim.models.word2vec - INFO - PROGRESS: at sentence #60000, processed 945699 words, keeping 71772 word types]
[ 2024-07-09 19:34:46,733  565 gensim.models.word2vec - INFO - PROGRESS: at sentence #70000, processed 1102934 words, keeping 78867 word types]
[ 2024-07-09 19:34:46,748  588 gensim.models.word2vec - INFO - collected 85241 word types from a corpus of 1243939 raw words and 78890 sentences]
[ 2024-07-09 19:34:46,748  637 gensim.models.word2vec - INFO - Creating a fresh vocabulary]
[ 2024-07-09 19:34:46,845  448 gensim.utils - INFO - Word2Vec lifecycle event {'msg': 'effective_min_count=1 retains 85241 unique words (100.00% of original 85241, drops 0)', 'datetime': '2024-07-09T19:34:46.845931', 'gensim': '4.3.2', 'python': '3.12.0 | packaged by Anaconda, Inc. | (main, Oct  2 2023, 12:22:05) [Clang 14.0.6 ]', 'platform': 'macOS-14.2.1-arm64-arm-64bit', 'event': 'prepare_vocab'}]
[ 2024-07-09 19:34:46,846  448 gensim.utils - INFO - Word2Vec lifecycle event {'msg': 'effective_min_count=1 leaves 1243939 word corpus (100.00% of original 1243939, drops 0)', 'datetime': '2024-07-09T19:34:46.846045', 'gensim': '4.3.2', 'python': '3.12.0 | packaged by Anaconda, Inc. | (main, Oct  2 2023, 12:22:05) [Clang 14.0.6 ]', 'platform': 'macOS-14.2.1-arm64-arm-64bit', 'event': 'prepare_vocab'}]
[ 2024-07-09 19:34:46,997  745 gensim.models.word2vec - INFO - deleting the raw counts dictionary of 85241 items]
[ 2024-07-09 19:34:46,998  748 gensim.models.word2vec - INFO - sample=0.001 downsamples 38 most-common words]
[ 2024-07-09 19:34:46,998  448 gensim.utils - INFO - Word2Vec lifecycle event {'msg': 'downsampling leaves estimated 1157525.6751127427 word corpus (93.1%% of prior 1243939)', 'datetime': '2024-07-09T19:34:46.998887', 'gensim': '4.3.2', 'python': '3.12.0 | packaged by Anaconda, Inc. | (main, Oct  2 2023, 12:22:05) [Clang 14.0.6 ]', 'platform': 'macOS-14.2.1-arm64-arm-64bit', 'event': 'prepare_vocab'}]
[ 2024-07-09 19:34:47,255  805 gensim.models.word2vec - INFO - estimated required memory for 85241 words and 100 dimensions: 110813300 bytes]
[ 2024-07-09 19:34:47,255  863 gensim.models.word2vec - INFO - resetting layer weights]
[ 2024-07-09 19:34:47,283  448 gensim.utils - INFO - Word2Vec lifecycle event {'update': False, 'trim_rule': 'None', 'datetime': '2024-07-09T19:34:47.283432', 'gensim': '4.3.2', 'python': '3.12.0 | packaged by Anaconda, Inc. | (main, Oct  2 2023, 12:22:05) [Clang 14.0.6 ]', 'platform': 'macOS-14.2.1-arm64-arm-64bit', 'event': 'build_vocab'}]
[ 2024-07-09 19:34:47,283  51 COMPONENTS - INFO - Completed Building Vocab Count]
[ 2024-07-09 19:34:47,283  52 COMPONENTS - INFO - Starting training W2Vmodel]
[ 2024-07-09 19:34:47,283  448 gensim.utils - INFO - Word2Vec lifecycle event {'msg': 'training model with 8 workers on 85241 vocabulary and 100 features, using sg=0 hs=0 sample=0.001 negative=20 window=3 shrink_windows=True', 'datetime': '2024-07-09T19:34:47.283646', 'gensim': '4.3.2', 'python': '3.12.0 | packaged by Anaconda, Inc. | (main, Oct  2 2023, 12:22:05) [Clang 14.0.6 ]', 'platform': 'macOS-14.2.1-arm64-arm-64bit', 'event': 'train'}]
[ 2024-07-09 19:34:48,135  1652 gensim.models.word2vec - INFO - EPOCH 0: training on 1243939 raw words (1157277 effective words) took 0.8s, 1365764 effective words/s]
[ 2024-07-09 19:34:48,978  1652 gensim.models.word2vec - INFO - EPOCH 1: training on 1243939 raw words (1157279 effective words) took 0.8s, 1379327 effective words/s]
[ 2024-07-09 19:34:49,825  1652 gensim.models.word2vec - INFO - EPOCH 2: training on 1243939 raw words (1157329 effective words) took 0.8s, 1373158 effective words/s]
[ 2024-07-09 19:34:50,687  1652 gensim.models.word2vec - INFO - EPOCH 3: training on 1243939 raw words (1157618 effective words) took 0.9s, 1349433 effective words/s]
[ 2024-07-09 19:34:51,510  1652 gensim.models.word2vec - INFO - EPOCH 4: training on 1243939 raw words (1157725 effective words) took 0.8s, 1414509 effective words/s]
[ 2024-07-09 19:34:52,326  1652 gensim.models.word2vec - INFO - EPOCH 5: training on 1243939 raw words (1157744 effective words) took 0.8s, 1425740 effective words/s]
[ 2024-07-09 19:34:53,128  1652 gensim.models.word2vec - INFO - EPOCH 6: training on 1243939 raw words (1157372 effective words) took 0.8s, 1449502 effective words/s]
[ 2024-07-09 19:34:53,941  1652 gensim.models.word2vec - INFO - EPOCH 7: training on 1243939 raw words (1157298 effective words) took 0.8s, 1429997 effective words/s]
[ 2024-07-09 19:34:54,744  1652 gensim.models.word2vec - INFO - EPOCH 8: training on 1243939 raw words (1157655 effective words) took 0.8s, 1448344 effective words/s]
[ 2024-07-09 19:34:55,569  1652 gensim.models.word2vec - INFO - EPOCH 9: training on 1243939 raw words (1157710 effective words) took 0.8s, 1410365 effective words/s]
[ 2024-07-09 19:34:56,383  1652 gensim.models.word2vec - INFO - EPOCH 10: training on 1243939 raw words (1157610 effective words) took 0.8s, 1429167 effective words/s]
[ 2024-07-09 19:34:57,186  1652 gensim.models.word2vec - INFO - EPOCH 11: training on 1243939 raw words (1157535 effective words) took 0.8s, 1449219 effective words/s]
[ 2024-07-09 19:34:57,988  1652 gensim.models.word2vec - INFO - EPOCH 12: training on 1243939 raw words (1157589 effective words) took 0.8s, 1449732 effective words/s]
[ 2024-07-09 19:34:58,779  1652 gensim.models.word2vec - INFO - EPOCH 13: training on 1243939 raw words (1157264 effective words) took 0.8s, 1471195 effective words/s]
[ 2024-07-09 19:34:59,582  1652 gensim.models.word2vec - INFO - EPOCH 14: training on 1243939 raw words (1157431 effective words) took 0.8s, 1447285 effective words/s]
[ 2024-07-09 19:35:00,383  1652 gensim.models.word2vec - INFO - EPOCH 15: training on 1243939 raw words (1157416 effective words) took 0.8s, 1451893 effective words/s]
[ 2024-07-09 19:35:01,191  1652 gensim.models.word2vec - INFO - EPOCH 16: training on 1243939 raw words (1157272 effective words) took 0.8s, 1441525 effective words/s]
[ 2024-07-09 19:35:01,981  1652 gensim.models.word2vec - INFO - EPOCH 17: training on 1243939 raw words (1157621 effective words) took 0.8s, 1473872 effective words/s]
[ 2024-07-09 19:35:02,780  1652 gensim.models.word2vec - INFO - EPOCH 18: training on 1243939 raw words (1157489 effective words) took 0.8s, 1455252 effective words/s]
[ 2024-07-09 19:35:03,579  1652 gensim.models.word2vec - INFO - EPOCH 19: training on 1243939 raw words (1157249 effective words) took 0.8s, 1455361 effective words/s]
[ 2024-07-09 19:35:04,384  1652 gensim.models.word2vec - INFO - EPOCH 20: training on 1243939 raw words (1157319 effective words) took 0.8s, 1444908 effective words/s]
[ 2024-07-09 19:35:05,184  1652 gensim.models.word2vec - INFO - EPOCH 21: training on 1243939 raw words (1157502 effective words) took 0.8s, 1453244 effective words/s]
[ 2024-07-09 19:35:05,997  1652 gensim.models.word2vec - INFO - EPOCH 22: training on 1243939 raw words (1157568 effective words) took 0.8s, 1430690 effective words/s]
[ 2024-07-09 19:35:06,804  1652 gensim.models.word2vec - INFO - EPOCH 23: training on 1243939 raw words (1157590 effective words) took 0.8s, 1442560 effective words/s]
[ 2024-07-09 19:35:07,599  1652 gensim.models.word2vec - INFO - EPOCH 24: training on 1243939 raw words (1157655 effective words) took 0.8s, 1461867 effective words/s]
[ 2024-07-09 19:35:08,391  1652 gensim.models.word2vec - INFO - EPOCH 25: training on 1243939 raw words (1156852 effective words) took 0.8s, 1468636 effective words/s]
[ 2024-07-09 19:35:09,196  1652 gensim.models.word2vec - INFO - EPOCH 26: training on 1243939 raw words (1157579 effective words) took 0.8s, 1444112 effective words/s]
[ 2024-07-09 19:35:09,994  1652 gensim.models.word2vec - INFO - EPOCH 27: training on 1243939 raw words (1157481 effective words) took 0.8s, 1458566 effective words/s]
[ 2024-07-09 19:35:10,791  1652 gensim.models.word2vec - INFO - EPOCH 28: training on 1243939 raw words (1157478 effective words) took 0.8s, 1459009 effective words/s]
[ 2024-07-09 19:35:11,583  1652 gensim.models.word2vec - INFO - EPOCH 29: training on 1243939 raw words (1157641 effective words) took 0.8s, 1468210 effective words/s]
[ 2024-07-09 19:35:11,584  448 gensim.utils - INFO - Word2Vec lifecycle event {'msg': 'training on 37318170 raw words (34724148 effective words) took 24.3s, 1428933 effective words/s', 'datetime': '2024-07-09T19:35:11.584089', 'gensim': '4.3.2', 'python': '3.12.0 | packaged by Anaconda, Inc. | (main, Oct  2 2023, 12:22:05) [Clang 14.0.6 ]', 'platform': 'macOS-14.2.1-arm64-arm-64bit', 'event': 'train'}]
[ 2024-07-09 19:35:11,584  56 COMPONENTS - INFO - Completed Training W2Vmodel]
[ 2024-07-09 19:35:11,584  57 COMPONENTS - INFO - Creating a copy of df]
[ 2024-07-09 19:35:11,608  61 COMPONENTS - INFO - Created the copy of df]
[ 2024-07-09 19:35:11,608  62 COMPONENTS - INFO - Converting each word in titleDescr column(LIST) to feature representation]
[ 2024-07-09 19:35:12,180  66 COMPONENTS - INFO - Converted each word in titleDescr column(LIST) to feature representation]
[ 2024-07-09 19:35:12,181  67 COMPONENTS - INFO - Applying mean to titleDescr Colum to form a single sentence encoding]
[ 2024-07-09 19:35:12,846  71 COMPONENTS - INFO - Applied mean and formed the sentence embeddings]
[ 2024-07-09 19:35:12,846  72 COMPONENTS - INFO - Starting training of PCA model to conver 100 dimensions to 50 dimensions]
[ 2024-07-09 19:35:12,976  79 COMPONENTS - INFO - Trained the PCA model and saved the dimensionality reduced data]
[ 2024-07-09 19:35:12,976  80 COMPONENTS - INFO - Saving W2Vmodel and PCA model into pickle file in Artifact Folder]
[ 2024-07-09 19:35:13,033  85 COMPONENTS - INFO - Saved W2Vmodel and PCA model into pickle file]
[ 2024-07-09 19:35:13,034  86 COMPONENTS - INFO - Saving PCA data into Artifacts Folder]
[ 2024-07-09 19:35:13,041  90 COMPONENTS - INFO - Saved PCA data into Artifacts Folder]
