[ 2024-07-09 21:04:25,419  107 dagshub - INFO - Accessing as sanket-profile]
[ 2024-07-09 21:05:36,698  448 gensim.utils - INFO - Word2Vec lifecycle event {'update': False, 'trim_rule': 'None', 'datetime': '2024-07-09T21:05:36.698633', 'gensim': '4.3.2', 'python': '3.12.0 | packaged by Anaconda, Inc. | (main, Oct  2 2023, 12:22:05) [Clang 14.0.6 ]', 'platform': 'macOS-14.2.1-arm64-arm-64bit', 'event': 'build_vocab'}]
[ 2024-07-09 21:05:36,698  59 COMPONENTS - INFO - Completed Building Vocab Count]
[ 2024-07-09 21:05:36,698  60 COMPONENTS - INFO - Starting training W2Vmodel]
[ 2024-07-09 21:05:36,698  448 gensim.utils - INFO - Word2Vec lifecycle event {'msg': 'training model with 8 workers on 85241 vocabulary and 100 features, using sg=0 hs=0 sample=0.001 negative=20 window=3 shrink_windows=True', 'datetime': '2024-07-09T21:05:36.698820', 'gensim': '4.3.2', 'python': '3.12.0 | packaged by Anaconda, Inc. | (main, Oct  2 2023, 12:22:05) [Clang 14.0.6 ]', 'platform': 'macOS-14.2.1-arm64-arm-64bit', 'event': 'train'}]
[ 2024-07-09 21:05:37,584  1652 gensim.models.word2vec - INFO - EPOCH 0: training on 1243939 raw words (1157165 effective words) took 0.9s, 1315716 effective words/s]
[ 2024-07-09 21:05:38,447  1652 gensim.models.word2vec - INFO - EPOCH 1: training on 1243939 raw words (1157364 effective words) took 0.9s, 1345929 effective words/s]
[ 2024-07-09 21:05:39,311  1652 gensim.models.word2vec - INFO - EPOCH 2: training on 1243939 raw words (1157506 effective words) took 0.9s, 1346341 effective words/s]
[ 2024-07-09 21:05:40,156  1652 gensim.models.word2vec - INFO - EPOCH 3: training on 1243939 raw words (1157498 effective words) took 0.8s, 1376135 effective words/s]
[ 2024-07-09 21:05:41,010  1652 gensim.models.word2vec - INFO - EPOCH 4: training on 1243939 raw words (1157712 effective words) took 0.8s, 1362514 effective words/s]
[ 2024-07-09 21:05:41,861  1652 gensim.models.word2vec - INFO - EPOCH 5: training on 1243939 raw words (1157458 effective words) took 0.8s, 1366825 effective words/s]
[ 2024-07-09 21:05:42,689  1652 gensim.models.word2vec - INFO - EPOCH 6: training on 1243939 raw words (1157703 effective words) took 0.8s, 1404640 effective words/s]
[ 2024-07-09 21:05:43,595  1652 gensim.models.word2vec - INFO - EPOCH 7: training on 1243939 raw words (1157614 effective words) took 0.9s, 1283316 effective words/s]
[ 2024-07-09 21:05:44,423  1652 gensim.models.word2vec - INFO - EPOCH 8: training on 1243939 raw words (1157603 effective words) took 0.8s, 1404063 effective words/s]
[ 2024-07-09 21:05:45,240  1652 gensim.models.word2vec - INFO - EPOCH 9: training on 1243939 raw words (1158082 effective words) took 0.8s, 1424145 effective words/s]
[ 2024-07-09 21:05:46,054  1652 gensim.models.word2vec - INFO - EPOCH 10: training on 1243939 raw words (1157237 effective words) took 0.8s, 1429232 effective words/s]
[ 2024-07-09 21:05:46,883  1652 gensim.models.word2vec - INFO - EPOCH 11: training on 1243939 raw words (1157435 effective words) took 0.8s, 1403398 effective words/s]
[ 2024-07-09 21:05:47,700  1652 gensim.models.word2vec - INFO - EPOCH 12: training on 1243939 raw words (1157398 effective words) took 0.8s, 1422759 effective words/s]
[ 2024-07-09 21:05:48,519  1652 gensim.models.word2vec - INFO - EPOCH 13: training on 1243939 raw words (1157472 effective words) took 0.8s, 1419511 effective words/s]
[ 2024-07-09 21:05:49,344  1652 gensim.models.word2vec - INFO - EPOCH 14: training on 1243939 raw words (1157885 effective words) took 0.8s, 1411155 effective words/s]
[ 2024-07-09 21:05:50,156  1652 gensim.models.word2vec - INFO - EPOCH 15: training on 1243939 raw words (1157786 effective words) took 0.8s, 1433010 effective words/s]
[ 2024-07-09 21:05:50,973  1652 gensim.models.word2vec - INFO - EPOCH 16: training on 1243939 raw words (1157486 effective words) took 0.8s, 1422459 effective words/s]
[ 2024-07-09 21:05:51,785  1652 gensim.models.word2vec - INFO - EPOCH 17: training on 1243939 raw words (1157510 effective words) took 0.8s, 1432334 effective words/s]
[ 2024-07-09 21:05:52,612  1652 gensim.models.word2vec - INFO - EPOCH 18: training on 1243939 raw words (1157537 effective words) took 0.8s, 1405997 effective words/s]
[ 2024-07-09 21:05:53,454  1652 gensim.models.word2vec - INFO - EPOCH 19: training on 1243939 raw words (1157658 effective words) took 0.8s, 1383174 effective words/s]
[ 2024-07-09 21:05:54,279  1652 gensim.models.word2vec - INFO - EPOCH 20: training on 1243939 raw words (1157323 effective words) took 0.8s, 1409209 effective words/s]
[ 2024-07-09 21:05:55,087  1652 gensim.models.word2vec - INFO - EPOCH 21: training on 1243939 raw words (1157280 effective words) took 0.8s, 1438177 effective words/s]
[ 2024-07-09 21:05:55,907  1652 gensim.models.word2vec - INFO - EPOCH 22: training on 1243939 raw words (1157713 effective words) took 0.8s, 1419570 effective words/s]
[ 2024-07-09 21:05:56,719  1652 gensim.models.word2vec - INFO - EPOCH 23: training on 1243939 raw words (1157405 effective words) took 0.8s, 1430884 effective words/s]
[ 2024-07-09 21:05:57,573  1652 gensim.models.word2vec - INFO - EPOCH 24: training on 1243939 raw words (1157716 effective words) took 0.8s, 1362251 effective words/s]
[ 2024-07-09 21:05:58,384  1652 gensim.models.word2vec - INFO - EPOCH 25: training on 1243939 raw words (1157415 effective words) took 0.8s, 1434944 effective words/s]
[ 2024-07-09 21:05:59,196  1652 gensim.models.word2vec - INFO - EPOCH 26: training on 1243939 raw words (1157333 effective words) took 0.8s, 1432615 effective words/s]
[ 2024-07-09 21:06:00,028  1652 gensim.models.word2vec - INFO - EPOCH 27: training on 1243939 raw words (1157602 effective words) took 0.8s, 1396948 effective words/s]
[ 2024-07-09 21:06:00,839  1652 gensim.models.word2vec - INFO - EPOCH 28: training on 1243939 raw words (1157492 effective words) took 0.8s, 1433776 effective words/s]
[ 2024-07-09 21:06:01,656  1652 gensim.models.word2vec - INFO - EPOCH 29: training on 1243939 raw words (1157001 effective words) took 0.8s, 1424227 effective words/s]
[ 2024-07-09 21:06:01,656  448 gensim.utils - INFO - Word2Vec lifecycle event {'msg': 'training on 37318170 raw words (34725389 effective words) took 25.0s, 1391378 effective words/s', 'datetime': '2024-07-09T21:06:01.656225', 'gensim': '4.3.2', 'python': '3.12.0 | packaged by Anaconda, Inc. | (main, Oct  2 2023, 12:22:05) [Clang 14.0.6 ]', 'platform': 'macOS-14.2.1-arm64-arm-64bit', 'event': 'train'}]
[ 2024-07-09 21:06:01,656  64 COMPONENTS - INFO - Completed Training W2Vmodel]
[ 2024-07-09 21:06:01,656  65 COMPONENTS - INFO - Converting each word in titleDescr column(LIST) to feature representation]
[ 2024-07-09 21:06:02,279  69 COMPONENTS - INFO - Converted each word in titleDescr column(LIST) to feature representation]
[ 2024-07-09 21:06:02,279  70 COMPONENTS - INFO - Applying mean to titleDescr Colum to form a single sentence encoding]
[ 2024-07-09 21:06:02,947  74 COMPONENTS - INFO - Applied mean and formed the sentence embeddings]
[ 2024-07-09 21:06:02,947  75 COMPONENTS - INFO - Starting training of PCA model to conver 100 dimensions to 50 dimensions]
[ 2024-07-09 21:06:10,474  82 COMPONENTS - INFO - Trained the PCA model and saved the dimensionality reduced data]
[ 2024-07-09 21:06:10,474  83 COMPONENTS - INFO - Saving W2Vmodel and PCA model into pickle file in Artifact Folder]
[ 2024-07-09 21:06:10,551  88 COMPONENTS - INFO - Saved W2Vmodel and PCA model into pickle file]
[ 2024-07-09 21:06:10,551  89 COMPONENTS - INFO - Saving PCA data into Artifacts Folder]
[ 2024-07-09 21:06:10,561  93 COMPONENTS - INFO - Saved PCA data into Artifacts Folder]
