[ 2024-07-10 22:56:00,944  107 dagshub - INFO - Accessing as sanket-profile]
[ 2024-07-10 22:56:16,637  448 gensim.utils - INFO - Word2Vec lifecycle event {'msg': 'effective_min_count=1 retains 340600 unique words (100.00% of original 340600, drops 0)', 'datetime': '2024-07-10T22:56:16.637485', 'gensim': '4.3.2', 'python': '3.12.0 | packaged by Anaconda, Inc. | (main, Oct  2 2023, 12:22:05) [Clang 14.0.6 ]', 'platform': 'macOS-14.2.1-arm64-arm-64bit', 'event': 'prepare_vocab'}]
[ 2024-07-10 22:56:16,637  448 gensim.utils - INFO - Word2Vec lifecycle event {'msg': 'effective_min_count=1 leaves 6624516 word corpus (100.00% of original 6624516, drops 0)', 'datetime': '2024-07-10T22:56:16.637596', 'gensim': '4.3.2', 'python': '3.12.0 | packaged by Anaconda, Inc. | (main, Oct  2 2023, 12:22:05) [Clang 14.0.6 ]', 'platform': 'macOS-14.2.1-arm64-arm-64bit', 'event': 'prepare_vocab'}]
[ 2024-07-10 22:56:17,277  745 gensim.models.word2vec - INFO - deleting the raw counts dictionary of 340600 items]
[ 2024-07-10 22:56:17,281  748 gensim.models.word2vec - INFO - sample=0.001 downsamples 19 most-common words]
[ 2024-07-10 22:56:17,281  448 gensim.utils - INFO - Word2Vec lifecycle event {'msg': 'downsampling leaves estimated 6413668.509691262 word corpus (96.8%% of prior 6624516)', 'datetime': '2024-07-10T22:56:17.281484', 'gensim': '4.3.2', 'python': '3.12.0 | packaged by Anaconda, Inc. | (main, Oct  2 2023, 12:22:05) [Clang 14.0.6 ]', 'platform': 'macOS-14.2.1-arm64-arm-64bit', 'event': 'prepare_vocab'}]
[ 2024-07-10 22:56:18,375  805 gensim.models.word2vec - INFO - estimated required memory for 340600 words and 100 dimensions: 442780000 bytes]
[ 2024-07-10 22:56:18,375  863 gensim.models.word2vec - INFO - resetting layer weights]
[ 2024-07-10 22:56:18,484  448 gensim.utils - INFO - Word2Vec lifecycle event {'update': False, 'trim_rule': 'None', 'datetime': '2024-07-10T22:56:18.484894', 'gensim': '4.3.2', 'python': '3.12.0 | packaged by Anaconda, Inc. | (main, Oct  2 2023, 12:22:05) [Clang 14.0.6 ]', 'platform': 'macOS-14.2.1-arm64-arm-64bit', 'event': 'build_vocab'}]
[ 2024-07-10 22:56:18,485  60 COMPONENTS - INFO - Completed Building Vocab Count]
[ 2024-07-10 22:56:18,485  61 COMPONENTS - INFO - Starting training W2Vmodel]
[ 2024-07-10 22:56:18,485  448 gensim.utils - INFO - Word2Vec lifecycle event {'msg': 'training model with 8 workers on 340600 vocabulary and 100 features, using sg=0 hs=0 sample=0.001 negative=20 window=5 shrink_windows=True', 'datetime': '2024-07-10T22:56:18.485234', 'gensim': '4.3.2', 'python': '3.12.0 | packaged by Anaconda, Inc. | (main, Oct  2 2023, 12:22:05) [Clang 14.0.6 ]', 'platform': 'macOS-14.2.1-arm64-arm-64bit', 'event': 'train'}]
[ 2024-07-10 22:56:19,509  1608 gensim.models.word2vec - INFO - EPOCH 0 - PROGRESS: at 15.50% examples, 994276 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-10 22:56:20,518  1608 gensim.models.word2vec - INFO - EPOCH 0 - PROGRESS: at 32.51% examples, 1037851 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-10 22:56:21,527  1608 gensim.models.word2vec - INFO - EPOCH 0 - PROGRESS: at 48.43% examples, 1030016 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-10 22:56:22,529  1608 gensim.models.word2vec - INFO - EPOCH 0 - PROGRESS: at 64.56% examples, 1030539 words/s, in_qsize 14, out_qsize 1]
[ 2024-07-10 22:56:23,532  1608 gensim.models.word2vec - INFO - EPOCH 0 - PROGRESS: at 80.92% examples, 1032313 words/s, in_qsize 14, out_qsize 1]
[ 2024-07-10 22:56:24,543  1608 gensim.models.word2vec - INFO - EPOCH 0 - PROGRESS: at 96.49% examples, 1024058 words/s, in_qsize 15, out_qsize 2]
[ 2024-07-10 22:56:24,710  1652 gensim.models.word2vec - INFO - EPOCH 0: training on 6624516 raw words (6413283 effective words) took 6.2s, 1032337 effective words/s]
[ 2024-07-10 22:56:25,731  1608 gensim.models.word2vec - INFO - EPOCH 1 - PROGRESS: at 15.82% examples, 1006479 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-10 22:56:26,734  1608 gensim.models.word2vec - INFO - EPOCH 1 - PROGRESS: at 31.60% examples, 1008906 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-10 22:56:27,735  1608 gensim.models.word2vec - INFO - EPOCH 1 - PROGRESS: at 47.98% examples, 1022919 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-10 22:56:28,756  1608 gensim.models.word2vec - INFO - EPOCH 1 - PROGRESS: at 64.71% examples, 1030020 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-10 22:56:29,756  1608 gensim.models.word2vec - INFO - EPOCH 1 - PROGRESS: at 81.36% examples, 1036255 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-10 22:56:30,761  1608 gensim.models.word2vec - INFO - EPOCH 1 - PROGRESS: at 98.17% examples, 1041216 words/s, in_qsize 13, out_qsize 0]
[ 2024-07-10 22:56:30,870  1652 gensim.models.word2vec - INFO - EPOCH 1: training on 6624516 raw words (6413454 effective words) took 6.2s, 1041626 effective words/s]
[ 2024-07-10 22:56:31,891  1608 gensim.models.word2vec - INFO - EPOCH 2 - PROGRESS: at 13.69% examples, 873521 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-10 22:56:32,894  1608 gensim.models.word2vec - INFO - EPOCH 2 - PROGRESS: at 29.07% examples, 927525 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-10 22:56:33,899  1608 gensim.models.word2vec - INFO - EPOCH 2 - PROGRESS: at 44.91% examples, 958042 words/s, in_qsize 14, out_qsize 1]
[ 2024-07-10 22:56:34,904  1608 gensim.models.word2vec - INFO - EPOCH 2 - PROGRESS: at 60.22% examples, 961210 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-10 22:56:35,907  1608 gensim.models.word2vec - INFO - EPOCH 2 - PROGRESS: at 75.37% examples, 963308 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-10 22:56:36,978  1608 gensim.models.word2vec - INFO - EPOCH 2 - PROGRESS: at 89.63% examples, 943026 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-10 22:56:37,761  1652 gensim.models.word2vec - INFO - EPOCH 2: training on 6624516 raw words (6413196 effective words) took 6.9s, 931083 effective words/s]
[ 2024-07-10 22:56:38,765  1608 gensim.models.word2vec - INFO - EPOCH 3 - PROGRESS: at 14.45% examples, 937365 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-10 22:56:39,812  1608 gensim.models.word2vec - INFO - EPOCH 3 - PROGRESS: at 29.50% examples, 929923 words/s, in_qsize 13, out_qsize 2]
[ 2024-07-10 22:56:40,838  1608 gensim.models.word2vec - INFO - EPOCH 3 - PROGRESS: at 45.70% examples, 959091 words/s, in_qsize 15, out_qsize 2]
[ 2024-07-10 22:56:41,839  1608 gensim.models.word2vec - INFO - EPOCH 3 - PROGRESS: at 59.92% examples, 946148 words/s, in_qsize 14, out_qsize 1]
[ 2024-07-10 22:56:42,851  1608 gensim.models.word2vec - INFO - EPOCH 3 - PROGRESS: at 74.32% examples, 940267 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-10 22:56:43,864  1608 gensim.models.word2vec - INFO - EPOCH 3 - PROGRESS: at 90.57% examples, 953501 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-10 22:56:44,464  1652 gensim.models.word2vec - INFO - EPOCH 3: training on 6624516 raw words (6414791 effective words) took 6.7s, 957499 effective words/s]
[ 2024-07-10 22:56:45,479  1608 gensim.models.word2vec - INFO - EPOCH 4 - PROGRESS: at 14.30% examples, 916867 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-10 22:56:46,482  1608 gensim.models.word2vec - INFO - EPOCH 4 - PROGRESS: at 28.91% examples, 925778 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-10 22:56:47,488  1608 gensim.models.word2vec - INFO - EPOCH 4 - PROGRESS: at 44.80% examples, 956373 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-10 22:56:48,493  1608 gensim.models.word2vec - INFO - EPOCH 4 - PROGRESS: at 61.27% examples, 979099 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-10 22:56:49,498  1608 gensim.models.word2vec - INFO - EPOCH 4 - PROGRESS: at 75.97% examples, 971580 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-10 22:56:50,522  1608 gensim.models.word2vec - INFO - EPOCH 4 - PROGRESS: at 87.68% examples, 930208 words/s, in_qsize 16, out_qsize 1]
[ 2024-07-10 22:56:51,327  1652 gensim.models.word2vec - INFO - EPOCH 4: training on 6624516 raw words (6413896 effective words) took 6.9s, 934970 effective words/s]
[ 2024-07-10 22:56:52,341  1608 gensim.models.word2vec - INFO - EPOCH 5 - PROGRESS: at 14.57% examples, 938639 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-10 22:56:53,348  1608 gensim.models.word2vec - INFO - EPOCH 5 - PROGRESS: at 29.51% examples, 943608 words/s, in_qsize 16, out_qsize 1]
[ 2024-07-10 22:56:54,371  1608 gensim.models.word2vec - INFO - EPOCH 5 - PROGRESS: at 44.49% examples, 943802 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-10 22:56:55,382  1608 gensim.models.word2vec - INFO - EPOCH 5 - PROGRESS: at 59.31% examples, 942027 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-10 22:56:56,386  1608 gensim.models.word2vec - INFO - EPOCH 5 - PROGRESS: at 75.06% examples, 955399 words/s, in_qsize 14, out_qsize 1]
[ 2024-07-10 22:56:57,414  1608 gensim.models.word2vec - INFO - EPOCH 5 - PROGRESS: at 90.12% examples, 951404 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-10 22:56:58,002  1652 gensim.models.word2vec - INFO - EPOCH 5: training on 6624516 raw words (6413724 effective words) took 6.7s, 961451 effective words/s]
[ 2024-07-10 22:56:59,012  1608 gensim.models.word2vec - INFO - EPOCH 6 - PROGRESS: at 14.88% examples, 959782 words/s, in_qsize 16, out_qsize 0]
[ 2024-07-10 22:57:00,041  1608 gensim.models.word2vec - INFO - EPOCH 6 - PROGRESS: at 29.22% examples, 925323 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-10 22:57:01,055  1608 gensim.models.word2vec - INFO - EPOCH 6 - PROGRESS: at 44.91% examples, 950227 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-10 22:57:02,057  1608 gensim.models.word2vec - INFO - EPOCH 6 - PROGRESS: at 61.27% examples, 972790 words/s, in_qsize 16, out_qsize 0]
[ 2024-07-10 22:57:03,063  1608 gensim.models.word2vec - INFO - EPOCH 6 - PROGRESS: at 74.48% examples, 947242 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-10 22:57:04,065  1608 gensim.models.word2vec - INFO - EPOCH 6 - PROGRESS: at 89.65% examples, 949999 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-10 22:57:04,715  1652 gensim.models.word2vec - INFO - EPOCH 6: training on 6624516 raw words (6413425 effective words) took 6.7s, 955769 effective words/s]
[ 2024-07-10 22:57:05,721  1608 gensim.models.word2vec - INFO - EPOCH 7 - PROGRESS: at 14.59% examples, 944496 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-10 22:57:06,741  1608 gensim.models.word2vec - INFO - EPOCH 7 - PROGRESS: at 31.15% examples, 993718 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-10 22:57:07,754  1608 gensim.models.word2vec - INFO - EPOCH 7 - PROGRESS: at 46.77% examples, 992960 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-10 22:57:08,757  1608 gensim.models.word2vec - INFO - EPOCH 7 - PROGRESS: at 58.13% examples, 925779 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-10 22:57:09,759  1608 gensim.models.word2vec - INFO - EPOCH 7 - PROGRESS: at 73.86% examples, 942990 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-10 22:57:10,760  1608 gensim.models.word2vec - INFO - EPOCH 7 - PROGRESS: at 89.51% examples, 951351 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-10 22:57:11,369  1652 gensim.models.word2vec - INFO - EPOCH 7: training on 6624516 raw words (6414189 effective words) took 6.7s, 964465 effective words/s]
[ 2024-07-10 22:57:12,372  1608 gensim.models.word2vec - INFO - EPOCH 8 - PROGRESS: at 15.18% examples, 985647 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-10 22:57:13,379  1608 gensim.models.word2vec - INFO - EPOCH 8 - PROGRESS: at 32.05% examples, 1030395 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-10 22:57:14,387  1608 gensim.models.word2vec - INFO - EPOCH 8 - PROGRESS: at 46.92% examples, 1003103 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-10 22:57:15,424  1608 gensim.models.word2vec - INFO - EPOCH 8 - PROGRESS: at 59.77% examples, 948924 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-10 22:57:16,436  1608 gensim.models.word2vec - INFO - EPOCH 8 - PROGRESS: at 71.67% examples, 910037 words/s, in_qsize 14, out_qsize 2]
[ 2024-07-10 22:57:17,438  1608 gensim.models.word2vec - INFO - EPOCH 8 - PROGRESS: at 86.77% examples, 918882 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-10 22:57:18,211  1652 gensim.models.word2vec - INFO - EPOCH 8: training on 6624516 raw words (6413792 effective words) took 6.8s, 937831 effective words/s]
[ 2024-07-10 22:57:19,227  1608 gensim.models.word2vec - INFO - EPOCH 9 - PROGRESS: at 15.34% examples, 983931 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-10 22:57:20,228  1608 gensim.models.word2vec - INFO - EPOCH 9 - PROGRESS: at 32.05% examples, 1026733 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-10 22:57:21,234  1608 gensim.models.word2vec - INFO - EPOCH 9 - PROGRESS: at 48.74% examples, 1039733 words/s, in_qsize 16, out_qsize 0]
[ 2024-07-10 22:57:22,237  1608 gensim.models.word2vec - INFO - EPOCH 9 - PROGRESS: at 63.96% examples, 1023216 words/s, in_qsize 13, out_qsize 2]
[ 2024-07-10 22:57:23,243  1608 gensim.models.word2vec - INFO - EPOCH 9 - PROGRESS: at 81.51% examples, 1041261 words/s, in_qsize 16, out_qsize 0]
[ 2024-07-10 22:57:24,246  1608 gensim.models.word2vec - INFO - EPOCH 9 - PROGRESS: at 96.82% examples, 1029744 words/s, in_qsize 14, out_qsize 1]
[ 2024-07-10 22:57:24,435  1652 gensim.models.word2vec - INFO - EPOCH 9: training on 6624516 raw words (6413965 effective words) took 6.2s, 1031106 effective words/s]
[ 2024-07-10 22:57:25,440  1608 gensim.models.word2vec - INFO - EPOCH 10 - PROGRESS: at 14.01% examples, 907044 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-10 22:57:26,444  1608 gensim.models.word2vec - INFO - EPOCH 10 - PROGRESS: at 30.10% examples, 968502 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-10 22:57:27,450  1608 gensim.models.word2vec - INFO - EPOCH 10 - PROGRESS: at 44.91% examples, 962691 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-10 22:57:28,456  1608 gensim.models.word2vec - INFO - EPOCH 10 - PROGRESS: at 60.66% examples, 971594 words/s, in_qsize 16, out_qsize 0]
[ 2024-07-10 22:57:29,469  1608 gensim.models.word2vec - INFO - EPOCH 10 - PROGRESS: at 74.32% examples, 950553 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-10 22:57:30,482  1608 gensim.models.word2vec - INFO - EPOCH 10 - PROGRESS: at 87.98% examples, 935160 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-10 22:57:31,197  1652 gensim.models.word2vec - INFO - EPOCH 10: training on 6624516 raw words (6413920 effective words) took 6.8s, 949068 effective words/s]
[ 2024-07-10 22:57:32,221  1608 gensim.models.word2vec - INFO - EPOCH 11 - PROGRESS: at 15.65% examples, 994401 words/s, in_qsize 16, out_qsize 0]
[ 2024-07-10 22:57:33,224  1608 gensim.models.word2vec - INFO - EPOCH 11 - PROGRESS: at 32.96% examples, 1050344 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-10 22:57:34,225  1608 gensim.models.word2vec - INFO - EPOCH 11 - PROGRESS: at 48.88% examples, 1041273 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-10 22:57:35,228  1608 gensim.models.word2vec - INFO - EPOCH 11 - PROGRESS: at 65.18% examples, 1041057 words/s, in_qsize 15, out_qsize 3]
[ 2024-07-10 22:57:36,250  1608 gensim.models.word2vec - INFO - EPOCH 11 - PROGRESS: at 81.06% examples, 1031235 words/s, in_qsize 15, out_qsize 1]
[ 2024-07-10 22:57:37,254  1608 gensim.models.word2vec - INFO - EPOCH 11 - PROGRESS: at 98.34% examples, 1041848 words/s, in_qsize 12, out_qsize 0]
[ 2024-07-10 22:57:37,334  1652 gensim.models.word2vec - INFO - EPOCH 11: training on 6624516 raw words (6414072 effective words) took 6.1s, 1045675 effective words/s]
[ 2024-07-10 22:57:38,346  1608 gensim.models.word2vec - INFO - EPOCH 12 - PROGRESS: at 15.81% examples, 1015157 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-10 22:57:39,353  1608 gensim.models.word2vec - INFO - EPOCH 12 - PROGRESS: at 32.51% examples, 1039777 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-10 22:57:40,358  1608 gensim.models.word2vec - INFO - EPOCH 12 - PROGRESS: at 49.33% examples, 1052493 words/s, in_qsize 16, out_qsize 0]
[ 2024-07-10 22:57:41,361  1608 gensim.models.word2vec - INFO - EPOCH 12 - PROGRESS: at 65.95% examples, 1053664 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-10 22:57:42,386  1608 gensim.models.word2vec - INFO - EPOCH 12 - PROGRESS: at 82.73% examples, 1052079 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-10 22:57:43,396  1608 gensim.models.word2vec - INFO - EPOCH 12 - PROGRESS: at 98.17% examples, 1039274 words/s, in_qsize 13, out_qsize 0]
[ 2024-07-10 22:57:43,479  1652 gensim.models.word2vec - INFO - EPOCH 12: training on 6624516 raw words (6413244 effective words) took 6.1s, 1044114 effective words/s]
[ 2024-07-10 22:57:44,488  1608 gensim.models.word2vec - INFO - EPOCH 13 - PROGRESS: at 16.11% examples, 1037477 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-10 22:57:45,506  1608 gensim.models.word2vec - INFO - EPOCH 13 - PROGRESS: at 32.04% examples, 1021410 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-10 22:57:46,507  1608 gensim.models.word2vec - INFO - EPOCH 13 - PROGRESS: at 47.51% examples, 1012332 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-10 22:57:47,512  1608 gensim.models.word2vec - INFO - EPOCH 13 - PROGRESS: at 62.76% examples, 1001961 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-10 22:57:48,525  1608 gensim.models.word2vec - INFO - EPOCH 13 - PROGRESS: at 79.72% examples, 1015253 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-10 22:57:49,541  1608 gensim.models.word2vec - INFO - EPOCH 13 - PROGRESS: at 94.96% examples, 1005810 words/s, in_qsize 16, out_qsize 0]
[ 2024-07-10 22:57:50,084  1652 gensim.models.word2vec - INFO - EPOCH 13: training on 6624516 raw words (6413509 effective words) took 6.6s, 971399 effective words/s]
[ 2024-07-10 22:57:51,100  1608 gensim.models.word2vec - INFO - EPOCH 14 - PROGRESS: at 12.10% examples, 773556 words/s, in_qsize 16, out_qsize 0]
[ 2024-07-10 22:57:52,111  1608 gensim.models.word2vec - INFO - EPOCH 14 - PROGRESS: at 27.71% examples, 883693 words/s, in_qsize 16, out_qsize 0]
[ 2024-07-10 22:57:53,117  1608 gensim.models.word2vec - INFO - EPOCH 14 - PROGRESS: at 43.58% examples, 928448 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-10 22:57:54,130  1608 gensim.models.word2vec - INFO - EPOCH 14 - PROGRESS: at 60.51% examples, 963418 words/s, in_qsize 14, out_qsize 1]
[ 2024-07-10 22:57:55,135  1608 gensim.models.word2vec - INFO - EPOCH 14 - PROGRESS: at 77.58% examples, 987549 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-10 22:57:56,138  1608 gensim.models.word2vec - INFO - EPOCH 14 - PROGRESS: at 94.18% examples, 999440 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-10 22:57:56,478  1652 gensim.models.word2vec - INFO - EPOCH 14: training on 6624516 raw words (6413789 effective words) took 6.4s, 1003757 effective words/s]
[ 2024-07-10 22:57:57,485  1608 gensim.models.word2vec - INFO - EPOCH 15 - PROGRESS: at 13.87% examples, 895080 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-10 22:57:58,511  1608 gensim.models.word2vec - INFO - EPOCH 15 - PROGRESS: at 31.00% examples, 985145 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-10 22:57:59,517  1608 gensim.models.word2vec - INFO - EPOCH 15 - PROGRESS: at 48.28% examples, 1024653 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-10 22:58:00,532  1608 gensim.models.word2vec - INFO - EPOCH 15 - PROGRESS: at 63.95% examples, 1016091 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-10 22:58:01,592  1608 gensim.models.word2vec - INFO - EPOCH 15 - PROGRESS: at 76.59% examples, 964010 words/s, in_qsize 16, out_qsize 1]
[ 2024-07-10 22:58:02,592  1608 gensim.models.word2vec - INFO - EPOCH 15 - PROGRESS: at 90.74% examples, 953158 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-10 22:58:03,207  1652 gensim.models.word2vec - INFO - EPOCH 15: training on 6624516 raw words (6413738 effective words) took 6.7s, 953595 effective words/s]
[ 2024-07-10 22:58:04,247  1608 gensim.models.word2vec - INFO - EPOCH 16 - PROGRESS: at 14.01% examples, 876360 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-10 22:58:05,248  1608 gensim.models.word2vec - INFO - EPOCH 16 - PROGRESS: at 30.70% examples, 972066 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-10 22:58:06,257  1608 gensim.models.word2vec - INFO - EPOCH 16 - PROGRESS: at 47.66% examples, 1008313 words/s, in_qsize 15, out_qsize 0]
[ 2024-07-10 22:58:07,261  1608 gensim.models.word2vec - INFO - EPOCH 16 - PROGRESS: at 64.12% examples, 1018404 words/s, in_qsize 15, out_qsize 2]
